Size,Measure,CNI,Nodes,Benchmark
1,0.08,calico,2,mbw_mr
2,0.17,calico,2,mbw_mr
4,0.34,calico,2,mbw_mr
8,0.68,calico,2,mbw_mr
16,1.36,calico,2,mbw_mr
32,2.72,calico,2,mbw_mr
64,5.49,calico,2,mbw_mr
128,10.91,calico,2,mbw_mr
256,21.38,calico,2,mbw_mr
512,43.1,calico,2,mbw_mr
1024,88.22,calico,2,mbw_mr
2048,142.68,calico,2,mbw_mr
4096,283.57,calico,2,mbw_mr
8192,539.25,calico,2,mbw_mr
16384,846.97,calico,2,mbw_mr
32768,1197.81,calico,2,mbw_mr
65536,969.42,calico,2,mbw_mr
131072,1226.1,calico,2,mbw_mr
262144,1331.59,calico,2,mbw_mr
524288,1406.6,calico,2,mbw_mr
1048576,1495.24,calico,2,mbw_mr
2097152,1523.87,calico,2,mbw_mr
4194304,1544.78,calico,2,mbw_mr
1,0.05,calico,2,mbw_mr
2,0.13,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.25,calico,2,mbw_mr
32,2.5,calico,2,mbw_mr
64,4.98,calico,2,mbw_mr
128,10.01,calico,2,mbw_mr
256,20.05,calico,2,mbw_mr
512,39.8,calico,2,mbw_mr
1024,79.74,calico,2,mbw_mr
2048,136.57,calico,2,mbw_mr
4096,261.7,calico,2,mbw_mr
8192,475.48,calico,2,mbw_mr
16384,777.57,calico,2,mbw_mr
32768,1137.81,calico,2,mbw_mr
65536,873.08,calico,2,mbw_mr
131072,1130.71,calico,2,mbw_mr
262144,1331.05,calico,2,mbw_mr
524288,1413.41,calico,2,mbw_mr
1048576,1472.48,calico,2,mbw_mr
2097152,1515.14,calico,2,mbw_mr
4194304,1533.93,calico,2,mbw_mr
1,0.08,calico,2,mbw_mr
2,0.17,calico,2,mbw_mr
4,0.35,calico,2,mbw_mr
8,0.69,calico,2,mbw_mr
16,1.39,calico,2,mbw_mr
32,2.75,calico,2,mbw_mr
64,5.49,calico,2,mbw_mr
128,10.9,calico,2,mbw_mr
256,21.4,calico,2,mbw_mr
512,43.28,calico,2,mbw_mr
1024,88.25,calico,2,mbw_mr
2048,144.25,calico,2,mbw_mr
4096,295.15,calico,2,mbw_mr
8192,541.41,calico,2,mbw_mr
16384,843.58,calico,2,mbw_mr
32768,1081.56,calico,2,mbw_mr
65536,964.14,calico,2,mbw_mr
131072,1232.47,calico,2,mbw_mr
262144,1295.31,calico,2,mbw_mr
524288,1389.66,calico,2,mbw_mr
1048576,1465.93,calico,2,mbw_mr
2097152,1499.18,calico,2,mbw_mr
4194304,1488.4,calico,2,mbw_mr
1,0.07,calico,2,mbw_mr
2,0.16,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.63,calico,2,mbw_mr
16,1.24,calico,2,mbw_mr
32,2.48,calico,2,mbw_mr
64,4.95,calico,2,mbw_mr
128,9.91,calico,2,mbw_mr
256,19.76,calico,2,mbw_mr
512,39.4,calico,2,mbw_mr
1024,79.1,calico,2,mbw_mr
2048,126.48,calico,2,mbw_mr
4096,256.75,calico,2,mbw_mr
8192,488.59,calico,2,mbw_mr
16384,796.71,calico,2,mbw_mr
32768,1160.58,calico,2,mbw_mr
65536,907.82,calico,2,mbw_mr
131072,1185.39,calico,2,mbw_mr
262144,1379.15,calico,2,mbw_mr
524288,1497.03,calico,2,mbw_mr
1048576,1628.69,calico,2,mbw_mr
2097152,1676.49,calico,2,mbw_mr
4194304,1664.07,calico,2,mbw_mr
1,0.05,calico,2,mbw_mr
2,0.15,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.63,calico,2,mbw_mr
16,1.25,calico,2,mbw_mr
32,2.49,calico,2,mbw_mr
64,5.0,calico,2,mbw_mr
128,10.0,calico,2,mbw_mr
256,20.3,calico,2,mbw_mr
512,39.74,calico,2,mbw_mr
1024,81.58,calico,2,mbw_mr
2048,138.04,calico,2,mbw_mr
4096,263.31,calico,2,mbw_mr
8192,479.86,calico,2,mbw_mr
16384,777.72,calico,2,mbw_mr
32768,1119.02,calico,2,mbw_mr
65536,872.68,calico,2,mbw_mr
131072,1131.92,calico,2,mbw_mr
262144,1328.36,calico,2,mbw_mr
524288,1410.75,calico,2,mbw_mr
1048576,1461.38,calico,2,mbw_mr
2097152,1509.0,calico,2,mbw_mr
4194304,1525.84,calico,2,mbw_mr
1,0.05,calico,2,mbw_mr
2,0.12,calico,2,mbw_mr
4,0.29,calico,2,mbw_mr
8,0.65,calico,2,mbw_mr
16,1.39,calico,2,mbw_mr
32,2.78,calico,2,mbw_mr
64,5.57,calico,2,mbw_mr
128,11.14,calico,2,mbw_mr
256,21.55,calico,2,mbw_mr
512,42.81,calico,2,mbw_mr
1024,87.7,calico,2,mbw_mr
2048,152.81,calico,2,mbw_mr
4096,301.79,calico,2,mbw_mr
8192,537.48,calico,2,mbw_mr
16384,866.67,calico,2,mbw_mr
32768,1243.75,calico,2,mbw_mr
65536,961.62,calico,2,mbw_mr
131072,1247.07,calico,2,mbw_mr
262144,1459.09,calico,2,mbw_mr
524288,1550.48,calico,2,mbw_mr
1048576,1614.49,calico,2,mbw_mr
2097152,1667.69,calico,2,mbw_mr
4194304,1680.93,calico,2,mbw_mr
1,0.05,calico,2,mbw_mr
2,0.11,calico,2,mbw_mr
4,0.27,calico,2,mbw_mr
8,0.63,calico,2,mbw_mr
16,1.25,calico,2,mbw_mr
32,2.51,calico,2,mbw_mr
64,5.0,calico,2,mbw_mr
128,10.0,calico,2,mbw_mr
256,19.25,calico,2,mbw_mr
512,39.27,calico,2,mbw_mr
1024,80.59,calico,2,mbw_mr
2048,144.88,calico,2,mbw_mr
4096,275.96,calico,2,mbw_mr
8192,483.49,calico,2,mbw_mr
16384,778.83,calico,2,mbw_mr
32768,1102.26,calico,2,mbw_mr
65536,875.44,calico,2,mbw_mr
131072,1137.9,calico,2,mbw_mr
262144,1324.82,calico,2,mbw_mr
524288,1417.17,calico,2,mbw_mr
1048576,1477.97,calico,2,mbw_mr
2097152,1522.19,calico,2,mbw_mr
4194304,1558.56,calico,2,mbw_mr
1,0.07,calico,2,mbw_mr
2,0.16,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.24,calico,2,mbw_mr
32,2.47,calico,2,mbw_mr
64,4.98,calico,2,mbw_mr
128,9.93,calico,2,mbw_mr
256,19.68,calico,2,mbw_mr
512,40.03,calico,2,mbw_mr
1024,79.74,calico,2,mbw_mr
2048,126.24,calico,2,mbw_mr
4096,245.37,calico,2,mbw_mr
8192,479.56,calico,2,mbw_mr
16384,794.65,calico,2,mbw_mr
32768,1161.82,calico,2,mbw_mr
65536,910.7,calico,2,mbw_mr
131072,1186.64,calico,2,mbw_mr
262144,1380.03,calico,2,mbw_mr
524288,1509.52,calico,2,mbw_mr
1048576,1621.48,calico,2,mbw_mr
2097152,1677.77,calico,2,mbw_mr
4194304,1502.9,calico,2,mbw_mr
1,0.07,calico,2,mbw_mr
2,0.15,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.24,calico,2,mbw_mr
32,2.47,calico,2,mbw_mr
64,4.94,calico,2,mbw_mr
128,9.86,calico,2,mbw_mr
256,19.85,calico,2,mbw_mr
512,39.47,calico,2,mbw_mr
1024,79.95,calico,2,mbw_mr
2048,131.44,calico,2,mbw_mr
4096,272.29,calico,2,mbw_mr
8192,478.88,calico,2,mbw_mr
16384,789.89,calico,2,mbw_mr
32768,1159.34,calico,2,mbw_mr
65536,928.6,calico,2,mbw_mr
131072,1184.05,calico,2,mbw_mr
262144,1365.68,calico,2,mbw_mr
524288,1499.49,calico,2,mbw_mr
1048576,1624.55,calico,2,mbw_mr
2097152,1674.55,calico,2,mbw_mr
4194304,1698.23,calico,2,mbw_mr
1,0.07,calico,2,mbw_mr
2,0.15,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.24,calico,2,mbw_mr
32,2.48,calico,2,mbw_mr
64,4.97,calico,2,mbw_mr
128,9.94,calico,2,mbw_mr
256,19.77,calico,2,mbw_mr
512,39.86,calico,2,mbw_mr
1024,80.08,calico,2,mbw_mr
2048,129.89,calico,2,mbw_mr
4096,252.96,calico,2,mbw_mr
8192,482.65,calico,2,mbw_mr
16384,786.96,calico,2,mbw_mr
32768,1121.86,calico,2,mbw_mr
65536,911.21,calico,2,mbw_mr
131072,1206.87,calico,2,mbw_mr
262144,1373.83,calico,2,mbw_mr
524288,1498.18,calico,2,mbw_mr
1048576,1605.42,calico,2,mbw_mr
2097152,1651.15,calico,2,mbw_mr
4194304,1680.78,calico,2,mbw_mr
1,0.08,calico,2,mbw_mr
2,0.16,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.63,calico,2,mbw_mr
16,1.26,calico,2,mbw_mr
32,2.51,calico,2,mbw_mr
64,5.03,calico,2,mbw_mr
128,10.05,calico,2,mbw_mr
256,20.09,calico,2,mbw_mr
512,39.09,calico,2,mbw_mr
1024,77.69,calico,2,mbw_mr
2048,134.25,calico,2,mbw_mr
4096,257.8,calico,2,mbw_mr
8192,465.33,calico,2,mbw_mr
16384,813.92,calico,2,mbw_mr
32768,1188.21,calico,2,mbw_mr
65536,981.84,calico,2,mbw_mr
131072,1264.97,calico,2,mbw_mr
262144,1436.33,calico,2,mbw_mr
524288,1548.81,calico,2,mbw_mr
1048576,1637.51,calico,2,mbw_mr
2097152,1680.31,calico,2,mbw_mr
4194304,1704.04,calico,2,mbw_mr
1,0.05,calico,2,mbw_mr
2,0.14,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.63,calico,2,mbw_mr
16,1.25,calico,2,mbw_mr
32,2.5,calico,2,mbw_mr
64,4.99,calico,2,mbw_mr
128,9.99,calico,2,mbw_mr
256,20.0,calico,2,mbw_mr
512,38.58,calico,2,mbw_mr
1024,78.17,calico,2,mbw_mr
2048,137.51,calico,2,mbw_mr
4096,269.25,calico,2,mbw_mr
8192,477.55,calico,2,mbw_mr
16384,777.43,calico,2,mbw_mr
32768,1117.16,calico,2,mbw_mr
65536,875.14,calico,2,mbw_mr
131072,1136.54,calico,2,mbw_mr
262144,1330.76,calico,2,mbw_mr
524288,1413.72,calico,2,mbw_mr
1048576,1466.08,calico,2,mbw_mr
2097152,1517.12,calico,2,mbw_mr
4194304,1541.72,calico,2,mbw_mr
1,0.07,calico,2,mbw_mr
2,0.16,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.25,calico,2,mbw_mr
32,2.49,calico,2,mbw_mr
64,4.98,calico,2,mbw_mr
128,10.0,calico,2,mbw_mr
256,19.85,calico,2,mbw_mr
512,39.98,calico,2,mbw_mr
1024,79.9,calico,2,mbw_mr
2048,133.61,calico,2,mbw_mr
4096,279.34,calico,2,mbw_mr
8192,493.67,calico,2,mbw_mr
16384,810.1,calico,2,mbw_mr
32768,1154.07,calico,2,mbw_mr
65536,971.37,calico,2,mbw_mr
131072,1270.09,calico,2,mbw_mr
262144,1447.87,calico,2,mbw_mr
524288,1554.49,calico,2,mbw_mr
1048576,1626.06,calico,2,mbw_mr
2097152,1666.14,calico,2,mbw_mr
4194304,1680.83,calico,2,mbw_mr
1,0.08,calico,2,mbw_mr
2,0.15,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.24,calico,2,mbw_mr
32,2.47,calico,2,mbw_mr
64,4.94,calico,2,mbw_mr
128,9.88,calico,2,mbw_mr
256,19.69,calico,2,mbw_mr
512,39.53,calico,2,mbw_mr
1024,80.2,calico,2,mbw_mr
2048,128.73,calico,2,mbw_mr
4096,252.98,calico,2,mbw_mr
8192,451.38,calico,2,mbw_mr
16384,791.7,calico,2,mbw_mr
32768,1123.37,calico,2,mbw_mr
65536,903.34,calico,2,mbw_mr
131072,1182.72,calico,2,mbw_mr
262144,1365.89,calico,2,mbw_mr
524288,1500.27,calico,2,mbw_mr
1048576,1608.26,calico,2,mbw_mr
2097152,1656.3,calico,2,mbw_mr
4194304,1682.74,calico,2,mbw_mr
1,0.07,calico,2,mbw_mr
2,0.16,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.24,calico,2,mbw_mr
32,2.48,calico,2,mbw_mr
64,4.97,calico,2,mbw_mr
128,9.97,calico,2,mbw_mr
256,19.77,calico,2,mbw_mr
512,39.36,calico,2,mbw_mr
1024,78.63,calico,2,mbw_mr
2048,126.55,calico,2,mbw_mr
4096,273.16,calico,2,mbw_mr
8192,483.28,calico,2,mbw_mr
16384,795.24,calico,2,mbw_mr
32768,1154.93,calico,2,mbw_mr
65536,907.28,calico,2,mbw_mr
131072,1186.41,calico,2,mbw_mr
262144,1374.5,calico,2,mbw_mr
524288,1509.97,calico,2,mbw_mr
1048576,1613.86,calico,2,mbw_mr
2097152,1653.16,calico,2,mbw_mr
4194304,1686.14,calico,2,mbw_mr
1,0.07,calico,2,mbw_mr
2,0.15,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.24,calico,2,mbw_mr
32,2.48,calico,2,mbw_mr
64,4.95,calico,2,mbw_mr
128,10.0,calico,2,mbw_mr
256,19.72,calico,2,mbw_mr
512,40.1,calico,2,mbw_mr
1024,79.88,calico,2,mbw_mr
2048,129.03,calico,2,mbw_mr
4096,271.35,calico,2,mbw_mr
8192,482.36,calico,2,mbw_mr
16384,793.89,calico,2,mbw_mr
32768,1154.8,calico,2,mbw_mr
65536,907.69,calico,2,mbw_mr
131072,1180.44,calico,2,mbw_mr
262144,1374.64,calico,2,mbw_mr
524288,1520.39,calico,2,mbw_mr
1048576,1621.46,calico,2,mbw_mr
2097152,1673.46,calico,2,mbw_mr
4194304,1691.55,calico,2,mbw_mr
1,0.07,calico,2,mbw_mr
2,0.15,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.24,calico,2,mbw_mr
32,2.47,calico,2,mbw_mr
64,4.94,calico,2,mbw_mr
128,9.89,calico,2,mbw_mr
256,19.7,calico,2,mbw_mr
512,39.39,calico,2,mbw_mr
1024,79.93,calico,2,mbw_mr
2048,131.78,calico,2,mbw_mr
4096,259.48,calico,2,mbw_mr
8192,482.46,calico,2,mbw_mr
16384,790.37,calico,2,mbw_mr
32768,1167.13,calico,2,mbw_mr
65536,896.97,calico,2,mbw_mr
131072,1178.14,calico,2,mbw_mr
262144,1371.75,calico,2,mbw_mr
524288,1505.45,calico,2,mbw_mr
1048576,1594.7,calico,2,mbw_mr
2097152,1652.86,calico,2,mbw_mr
4194304,1520.09,calico,2,mbw_mr
1,0.07,calico,2,mbw_mr
2,0.15,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.24,calico,2,mbw_mr
32,2.48,calico,2,mbw_mr
64,4.94,calico,2,mbw_mr
128,9.89,calico,2,mbw_mr
256,19.81,calico,2,mbw_mr
512,39.76,calico,2,mbw_mr
1024,80.12,calico,2,mbw_mr
2048,131.82,calico,2,mbw_mr
4096,258.35,calico,2,mbw_mr
8192,496.44,calico,2,mbw_mr
16384,813.66,calico,2,mbw_mr
32768,1191.88,calico,2,mbw_mr
65536,933.96,calico,2,mbw_mr
131072,1216.08,calico,2,mbw_mr
262144,1418.15,calico,2,mbw_mr
524288,1555.76,calico,2,mbw_mr
1048576,1621.36,calico,2,mbw_mr
2097152,1681.66,calico,2,mbw_mr
4194304,1701.3,calico,2,mbw_mr
1,0.07,calico,2,mbw_mr
2,0.16,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.25,calico,2,mbw_mr
32,2.49,calico,2,mbw_mr
64,4.97,calico,2,mbw_mr
128,10.0,calico,2,mbw_mr
256,19.8,calico,2,mbw_mr
512,39.25,calico,2,mbw_mr
1024,77.37,calico,2,mbw_mr
2048,128.46,calico,2,mbw_mr
4096,249.96,calico,2,mbw_mr
8192,483.01,calico,2,mbw_mr
16384,789.57,calico,2,mbw_mr
32768,1148.67,calico,2,mbw_mr
65536,897.27,calico,2,mbw_mr
131072,1180.31,calico,2,mbw_mr
262144,1373.59,calico,2,mbw_mr
524288,1501.8,calico,2,mbw_mr
1048576,1606.51,calico,2,mbw_mr
2097152,1652.7,calico,2,mbw_mr
4194304,1701.02,calico,2,mbw_mr
1,0.06,calico,2,mbw_mr
2,0.15,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.25,calico,2,mbw_mr
32,2.5,calico,2,mbw_mr
64,5.0,calico,2,mbw_mr
128,10.0,calico,2,mbw_mr
256,20.08,calico,2,mbw_mr
512,39.94,calico,2,mbw_mr
1024,80.14,calico,2,mbw_mr
2048,137.84,calico,2,mbw_mr
4096,273.11,calico,2,mbw_mr
8192,481.79,calico,2,mbw_mr
16384,774.52,calico,2,mbw_mr
32768,1119.24,calico,2,mbw_mr
65536,873.46,calico,2,mbw_mr
131072,1133.15,calico,2,mbw_mr
262144,1325.76,calico,2,mbw_mr
524288,1408.68,calico,2,mbw_mr
1048576,1464.83,calico,2,mbw_mr
2097152,1516.51,calico,2,mbw_mr
4194304,1529.04,calico,2,mbw_mr
1,0.07,calico,2,mbw_mr
2,0.15,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.25,calico,2,mbw_mr
32,2.47,calico,2,mbw_mr
64,4.94,calico,2,mbw_mr
128,9.94,calico,2,mbw_mr
256,19.6,calico,2,mbw_mr
512,39.26,calico,2,mbw_mr
1024,79.64,calico,2,mbw_mr
2048,128.59,calico,2,mbw_mr
4096,257.34,calico,2,mbw_mr
8192,480.82,calico,2,mbw_mr
16384,787.08,calico,2,mbw_mr
32768,1155.13,calico,2,mbw_mr
65536,905.02,calico,2,mbw_mr
131072,1176.44,calico,2,mbw_mr
262144,1364.81,calico,2,mbw_mr
524288,1504.93,calico,2,mbw_mr
1048576,1611.58,calico,2,mbw_mr
2097152,1664.25,calico,2,mbw_mr
4194304,1682.64,calico,2,mbw_mr
1,0.06,calico,2,mbw_mr
2,0.16,calico,2,mbw_mr
4,0.35,calico,2,mbw_mr
8,0.69,calico,2,mbw_mr
16,1.39,calico,2,mbw_mr
32,2.78,calico,2,mbw_mr
64,5.55,calico,2,mbw_mr
128,11.17,calico,2,mbw_mr
256,22.23,calico,2,mbw_mr
512,42.85,calico,2,mbw_mr
1024,85.23,calico,2,mbw_mr
2048,150.45,calico,2,mbw_mr
4096,302.92,calico,2,mbw_mr
8192,536.91,calico,2,mbw_mr
16384,869.17,calico,2,mbw_mr
32768,1251.82,calico,2,mbw_mr
65536,970.28,calico,2,mbw_mr
131072,1256.77,calico,2,mbw_mr
262144,1463.66,calico,2,mbw_mr
524288,1552.08,calico,2,mbw_mr
1048576,1616.71,calico,2,mbw_mr
2097152,1657.17,calico,2,mbw_mr
4194304,1670.35,calico,2,mbw_mr
1,0.09,calico,2,mbw_mr
2,0.18,calico,2,mbw_mr
4,0.34,calico,2,mbw_mr
8,0.69,calico,2,mbw_mr
16,1.37,calico,2,mbw_mr
32,2.74,calico,2,mbw_mr
64,5.46,calico,2,mbw_mr
128,10.87,calico,2,mbw_mr
256,21.24,calico,2,mbw_mr
512,43.04,calico,2,mbw_mr
1024,88.96,calico,2,mbw_mr
2048,155.19,calico,2,mbw_mr
4096,278.25,calico,2,mbw_mr
8192,494.31,calico,2,mbw_mr
16384,849.54,calico,2,mbw_mr
32768,1160.62,calico,2,mbw_mr
65536,970.79,calico,2,mbw_mr
131072,1235.23,calico,2,mbw_mr
262144,1326.13,calico,2,mbw_mr
524288,1424.16,calico,2,mbw_mr
1048576,1484.41,calico,2,mbw_mr
2097152,1504.08,calico,2,mbw_mr
4194304,1553.27,calico,2,mbw_mr
1,0.06,calico,2,mbw_mr
2,0.15,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.63,calico,2,mbw_mr
16,1.25,calico,2,mbw_mr
32,2.5,calico,2,mbw_mr
64,5.0,calico,2,mbw_mr
128,10.01,calico,2,mbw_mr
256,20.15,calico,2,mbw_mr
512,39.74,calico,2,mbw_mr
1024,80.3,calico,2,mbw_mr
2048,136.93,calico,2,mbw_mr
4096,271.07,calico,2,mbw_mr
8192,479.51,calico,2,mbw_mr
16384,779.66,calico,2,mbw_mr
32768,1148.43,calico,2,mbw_mr
65536,873.9,calico,2,mbw_mr
131072,1129.07,calico,2,mbw_mr
262144,1321.94,calico,2,mbw_mr
524288,1403.95,calico,2,mbw_mr
1048576,1464.12,calico,2,mbw_mr
2097152,1653.21,calico,2,mbw_mr
4194304,1529.4,calico,2,mbw_mr
1,0.07,calico,2,mbw_mr
2,0.15,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.23,calico,2,mbw_mr
32,2.47,calico,2,mbw_mr
64,4.93,calico,2,mbw_mr
128,9.86,calico,2,mbw_mr
256,19.67,calico,2,mbw_mr
512,39.57,calico,2,mbw_mr
1024,79.96,calico,2,mbw_mr
2048,127.57,calico,2,mbw_mr
4096,246.41,calico,2,mbw_mr
8192,483.12,calico,2,mbw_mr
16384,794.36,calico,2,mbw_mr
32768,1158.26,calico,2,mbw_mr
65536,905.89,calico,2,mbw_mr
131072,1182.16,calico,2,mbw_mr
262144,1365.56,calico,2,mbw_mr
524288,1505.03,calico,2,mbw_mr
1048576,1606.67,calico,2,mbw_mr
2097152,1665.74,calico,2,mbw_mr
4194304,1684.49,calico,2,mbw_mr
1,0.05,calico,2,mbw_mr
2,0.13,calico,2,mbw_mr
4,0.28,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.25,calico,2,mbw_mr
32,2.49,calico,2,mbw_mr
64,5.0,calico,2,mbw_mr
128,10.0,calico,2,mbw_mr
256,20.04,calico,2,mbw_mr
512,39.53,calico,2,mbw_mr
1024,79.6,calico,2,mbw_mr
2048,143.96,calico,2,mbw_mr
4096,274.62,calico,2,mbw_mr
8192,481.25,calico,2,mbw_mr
16384,780.73,calico,2,mbw_mr
32768,1106.61,calico,2,mbw_mr
65536,874.42,calico,2,mbw_mr
131072,1133.03,calico,2,mbw_mr
262144,1342.67,calico,2,mbw_mr
524288,1546.56,calico,2,mbw_mr
1048576,1604.31,calico,2,mbw_mr
2097152,1660.16,calico,2,mbw_mr
4194304,1669.21,calico,2,mbw_mr
1,0.08,calico,2,mbw_mr
2,0.16,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.24,calico,2,mbw_mr
32,2.48,calico,2,mbw_mr
64,5.0,calico,2,mbw_mr
128,9.88,calico,2,mbw_mr
256,19.75,calico,2,mbw_mr
512,38.76,calico,2,mbw_mr
1024,79.77,calico,2,mbw_mr
2048,138.67,calico,2,mbw_mr
4096,258.96,calico,2,mbw_mr
8192,481.26,calico,2,mbw_mr
16384,781.14,calico,2,mbw_mr
32768,1121.78,calico,2,mbw_mr
65536,913.39,calico,2,mbw_mr
131072,1176.01,calico,2,mbw_mr
262144,1360.54,calico,2,mbw_mr
524288,1488.77,calico,2,mbw_mr
1048576,1611.56,calico,2,mbw_mr
2097152,1662.33,calico,2,mbw_mr
4194304,1681.58,calico,2,mbw_mr
1,0.08,calico,2,mbw_mr
2,0.15,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.23,calico,2,mbw_mr
32,2.47,calico,2,mbw_mr
64,4.94,calico,2,mbw_mr
128,9.87,calico,2,mbw_mr
256,19.64,calico,2,mbw_mr
512,39.42,calico,2,mbw_mr
1024,80.04,calico,2,mbw_mr
2048,130.91,calico,2,mbw_mr
4096,261.54,calico,2,mbw_mr
8192,486.13,calico,2,mbw_mr
16384,779.67,calico,2,mbw_mr
32768,1133.79,calico,2,mbw_mr
65536,953.87,calico,2,mbw_mr
131072,1171.51,calico,2,mbw_mr
262144,1380.63,calico,2,mbw_mr
524288,1495.27,calico,2,mbw_mr
1048576,1604.72,calico,2,mbw_mr
2097152,1589.52,calico,2,mbw_mr
4194304,1547.68,calico,2,mbw_mr
1,0.08,calico,2,mbw_mr
2,0.17,calico,2,mbw_mr
4,0.34,calico,2,mbw_mr
8,0.68,calico,2,mbw_mr
16,1.37,calico,2,mbw_mr
32,2.72,calico,2,mbw_mr
64,5.44,calico,2,mbw_mr
128,10.91,calico,2,mbw_mr
256,21.41,calico,2,mbw_mr
512,43.21,calico,2,mbw_mr
1024,88.23,calico,2,mbw_mr
2048,142.37,calico,2,mbw_mr
4096,273.84,calico,2,mbw_mr
8192,533.92,calico,2,mbw_mr
16384,840.55,calico,2,mbw_mr
32768,1195.89,calico,2,mbw_mr
65536,959.9,calico,2,mbw_mr
131072,1220.11,calico,2,mbw_mr
262144,1314.85,calico,2,mbw_mr
524288,1390.99,calico,2,mbw_mr
1048576,1440.72,calico,2,mbw_mr
2097152,1524.27,calico,2,mbw_mr
4194304,1515.96,calico,2,mbw_mr
1,67.35,calico,2,multi-latency
2,66.23,calico,2,multi-latency
4,65.66,calico,2,multi-latency
8,67.39,calico,2,multi-latency
16,67.39,calico,2,multi-latency
32,67.49,calico,2,multi-latency
64,67.6,calico,2,multi-latency
128,67.62,calico,2,multi-latency
256,67.58,calico,2,multi-latency
512,39.58,calico,2,multi-latency
1024,40.14,calico,2,multi-latency
2048,68.03,calico,2,multi-latency
4096,68.76,calico,2,multi-latency
8192,87.62,calico,2,multi-latency
16384,85.21,calico,2,multi-latency
32768,114.98,calico,2,multi-latency
65536,295.13,calico,2,multi-latency
131072,383.0,calico,2,multi-latency
262144,479.39,calico,2,multi-latency
524288,730.09,calico,2,multi-latency
1048576,1391.07,calico,2,multi-latency
2097152,2408.33,calico,2,multi-latency
4194304,3618.76,calico,2,multi-latency
