Warning: Permanently added '[osu-latency-single-node-worker-0.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-single-node-worker-1.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.24
2                      17.17
4                      17.21
8                      17.32
16                     17.26
32                     17.22
64                     17.27
128                    17.24
256                    17.31
512                    17.41
1024                   17.50
2048                   17.57
4096                   18.38
8192                   19.17
16384                  26.01
32768                  42.20
65536                  83.16
131072                 99.12
262144                139.67
524288                208.26
1048576               368.92
2097152               666.18
4194304              1475.56
Warning: Permanently added '[osu-latency-single-node-worker-0.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-single-node-worker-1.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.03
2                      17.00
4                      17.03
8                      17.06
16                     17.02
32                     17.06
64                     17.04
128                    17.04
256                    17.09
512                    17.14
1024                   17.32
2048                   17.48
4096                   18.26
8192                   19.05
16384                  25.94
32768                  42.16
65536                  82.81
131072                 98.86
262144                139.67
524288                207.30
1048576               365.99
2097152               663.94
4194304              1483.53
Warning: Permanently added '[osu-latency-single-node-worker-1.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-single-node-worker-0.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.06
2                      17.08
4                      17.08
8                      17.15
16                     17.14
32                     17.17
64                     17.18
128                    17.16
256                    17.14
512                    17.19
1024                   17.45
2048                   17.59
4096                   18.41
8192                   19.16
16384                  25.90
32768                  42.08
65536                  83.74
131072                 99.61
262144                141.14
524288                207.48
1048576               363.13
2097152               662.21
4194304              1477.29
Warning: Permanently added '[osu-latency-single-node-worker-0.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-single-node-worker-1.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.98
2                      17.00
4                      17.01
8                      17.07
16                     17.05
32                     17.03
64                     17.02
128                    17.07
256                    17.09
512                    17.13
1024                   17.27
2048                   17.28
4096                   18.33
8192                   19.02
16384                  20.67
32768                  41.71
65536                  83.03
131072                100.49
262144                140.14
524288                207.47
1048576               361.43
2097152               666.33
4194304              1477.27
Warning: Permanently added '[osu-latency-single-node-worker-1.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-single-node-worker-0.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.05
2                      17.07
4                      17.07
8                      17.15
16                     17.09
32                     17.11
64                     17.11
128                    17.08
256                    17.18
512                    17.22
1024                   17.38
2048                   17.39
4096                   18.33
8192                   19.10
16384                  26.19
32768                  41.91
65536                  82.41
131072                 99.59
262144                139.25
524288                206.70
1048576               362.69
2097152               662.76
4194304              1473.75
Warning: Permanently added '[osu-latency-single-node-worker-1.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-single-node-worker-0.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.95
2                      16.91
4                      16.92
8                      16.99
16                     16.99
32                     16.98
64                     16.96
128                    16.95
256                    17.03
512                    17.06
1024                   17.22
2048                   17.31
4096                   18.31
8192                   18.82
16384                  20.51
32768                  41.81
65536                  82.56
131072                 99.71
262144                138.99
524288                205.64
1048576               367.89
2097152               687.01
4194304              1558.83
Warning: Permanently added '[osu-latency-single-node-worker-1.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-single-node-worker-0.osu-latency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Latency Test v7.4
