Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
16                      4.57         285638.20
32                      8.27         258515.27
64                     16.23         253653.92
128                    31.67         247429.18
256                    55.88         218276.27
512                   102.18         199564.83
1024                  182.59         178307.35
2048                  288.49         140865.85
4096                  431.96         105459.33
8192                  620.61          75758.26
16384                 791.21          48291.35
32768                 931.87          28438.36
65536                1371.82          20932.24
131072               1646.48          12561.65
262144               1747.71           6666.99
524288               1821.98           3475.15
1048576              1856.63           1770.62
2097152              1872.74            892.99
4194304              1879.99            448.22
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.28         278590.02
2                       0.56         279110.36
4                       1.12         280307.88
8                       2.26         282149.34
16                      4.52         282192.17
32                      8.93         279138.94
64                     16.48         257428.39
128                    30.45         237863.67
256                    56.82         221934.29
512                   101.38         198010.86
1024                  186.09         181725.65
2048                  285.18         139248.71
4096                  429.04         104746.15
8192                  602.05          73492.16
16384                 786.52          48005.29
32768                 920.15          28080.87
65536                1350.78          20611.34
131072               1572.46          11996.95
262144               1617.54           6170.41
524288               1640.59           3129.17
1048576              1662.12           1585.12
2097152              1649.74            786.66
4194304              1649.28            393.22
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.26         259080.56
2                       0.56         280670.15
4                       0.94         234923.52
8                       1.93         241288.30
16                      4.13         258357.75
32                      8.09         252925.77
64                     15.71         245473.91
128                    32.95         257388.65
256                    65.34         255235.96
512                   110.18         215204.35
1024                  195.71         191122.06
2048                  339.12         165585.13
4096                  532.56         130019.64
8192                  672.63          82108.68
16384                 879.95          53707.90
32768                 973.76          29716.65
65536                1384.92          21132.21
131072               1560.58          11906.31
262144               1616.61           6166.89
524288               1648.58           3144.41
1048576              1661.25           1584.30
2097152              1668.64            795.67
4194304              1669.08            397.94
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.24         241369.08
2                       0.55         277123.95
4                       1.12         280269.56
8                       2.23         278911.40
16                      4.45         278340.84
32                      9.40         293753.02
64                     17.12         267456.47
128                    31.49         246000.32
256                    60.38         235876.68
512                   117.00         228514.15
1024                  196.73         192121.36
2048                  302.93         147912.65
4096                  481.95         117664.43
8192                  646.28          78891.84
16384                 787.50          48065.27
32768                 925.50          28243.90
65536                1355.24          20679.33
131072               1559.60          11898.79
262144               1614.50           6158.84
524288               1632.75           3114.23
1048576              1648.82           1572.44
2097152              1647.67            785.67
4194304              1652.64            394.02
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.23         233725.31
2                       0.47         236553.81
4                       1.06         265486.82
8                       2.21         275791.77
16                      4.65         290433.18
32                      8.66         270765.11
64                     16.21         253260.80
128                    31.49         246053.75
256                    55.95         218569.05
512                   101.73         198687.36
1024                  186.87         182491.39
2048                  287.23         140248.32
4096                  430.76         105165.19
8192                  649.93          79337.58
16384                 832.00          50781.50
32768                 972.54          29679.54
65536                1367.02          20859.02
131072               1617.51          12340.65
262144               1658.00           6324.75
524288               1702.36           3247.00
1048576              1808.05           1724.29
2097152              1797.88            857.29
4194304              1765.79            421.00
