[1721028221.078563908] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028221.092317463] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028221.105144729] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028221.119271907] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028221.130963809] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028221.145411541] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
[1721028472.816091069] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028472.831956484] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       0.77
2                       1.59
4                       3.12
8                       6.29
16                     12.49
32                     25.07
64                     48.98
128                    91.05
256                   175.20
512                   340.19
1024                  642.64
2048                 1153.04
4096                 1903.49
8192                 2694.97
16384                2707.36
32768                2884.23
65536                1629.71
131072               2182.28
262144               2145.71
524288               2150.37
1048576              2704.31
2097152              2677.85
4194304              2967.12

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       0.82
2                       1.70
4                       3.32
8                       6.51
16                     13.29
32                     25.98
64                     49.60
128                    97.22
256                   184.27
512                   356.11
1024                  655.77
2048                 1166.99
4096                 1866.87
8192                 2582.00
16384                2699.81
32768                2861.26
65536                1923.24
131072               2306.36
262144               2030.94
524288               2064.90
1048576              2409.33
2097152              2722.69
4194304              2854.76

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       0.82
2                       1.67
4                       3.30
8                       6.61
16                     13.08
32                     26.36
64                     50.44
128                    97.38
256                   187.09
512                   360.01
1024                  662.17
2048                 1170.30
4096                 1843.51
8192                 2630.99
16384                2486.13
32768                2920.45
65536                1834.51
131072               2163.30
262144               2045.51
524288               2104.91
1048576              2610.84
2097152              2612.39
4194304              2921.87
[1721028505.032657608] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028505.042896194] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028505.059059881] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028505.070107830] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028505.084835218] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028505.096290999] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       0.83
