[1721028221.078563908] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028221.092317463] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028221.105144729] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028221.119271907] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028221.130963809] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028221.145411541] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
2                       1.67
4                       3.35
8                       6.70
16                     13.27
32                     26.45
64                     50.74
128                    96.69
256                   188.61
512                   350.45
1024                  659.31
2048                 1166.50
4096                 1899.85
8192                 2671.55
16384                2473.16
32768                2876.45
65536                1807.18
131072               2128.04
262144               1963.14
524288               2138.69
1048576              2349.95
2097152              2666.29
4194304              2989.73
[1721028515.876249822] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028515.880879749] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028515.902836462] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028515.907821173] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028515.928808246] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028515.933946335] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       0.83
2                       1.64
4                       3.29
8                       6.71
16                     13.25
32                     26.26
64                     50.63
128                    96.05
256                   184.29
512                   354.45
1024                  667.38
2048                 1161.06
4096                 1952.06
8192                 2596.79
16384                2563.47
32768                2924.74
65536                1912.66
131072               1933.87
262144               2002.95
524288               2176.31
1048576              3019.18
2097152              2625.37
4194304              2946.65
[1721028526.478837638] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028526.499601085] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028526.505454242] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028526.526507681] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028526.531038067] thin004.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028526.552941779] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       0.84
2                       1.64
4                       3.26
8                       6.54
16                     13.23
32                     26.05
64                     50.05
128                    96.98
256                   184.92
512                   353.47
1024                  671.22
2048                 1149.45
4096                 1891.25
8192                 2584.27
16384                2458.10
32768                2728.86
65536                1676.82
131072               1988.07
262144               2013.01
524288               2146.48
1048576              2466.74
2097152              2717.30
4194304              2986.31
