Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1048576              2368.64           2258.91
2097152              2519.33           1201.31
4194304              2585.67            616.47
Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.06          58325.65
2                       0.12          58396.37
4                       0.23          57829.22
8                       0.47          58387.38
16                      0.93          58230.71
32                      1.87          58416.85
64                      3.73          58327.86
128                     7.42          57973.57
256                    11.02          43045.36
512                    21.86          42688.91
1024                   43.75          42724.46
2048                   69.46          33916.88
4096                  137.41          33546.30
8192                  271.49          33140.53
16384                 538.90          32891.81
32768                1413.36          43132.45
65536                 803.47          12260.03
131072               1470.25          11217.09
262144               2003.35           7642.19
524288               2229.86           4253.11
1048576              2371.67           2261.80
2097152              2530.07           1206.43
4194304              2571.05            612.99
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.06          58501.21
2                       0.12          58551.13
4                       0.23          58534.32
8                       0.47          58383.72
16                      0.94          58489.58
32                      1.87          58521.28
64                      3.74          58462.97
128                     7.47          58385.65
256                    11.05          43147.95
512                    21.92          42803.23
1024                   43.64          42615.56
2048                   69.24          33808.39
4096                  137.20          33495.19
8192                  271.62          33156.82
16384                 537.71          32819.28
32768                 998.15          30461.17
65536                 801.07          12223.43
131072               1468.05          11200.30
262144               2003.94           7644.44
524288               2219.21           4232.80
1048576              2371.83           2261.96
2097152              2531.04           1206.89
4194304              2572.42            613.31
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.06          58630.52
2                       0.12          58565.19
4                       0.23          58485.34
8                       0.47          58695.48
16                      0.94          58625.71
32                      1.88          58598.46
64                      3.75          58546.22
128                     7.49          58513.99
256                    11.08          43290.75
512                    21.82          42621.29
1024                   43.83          42799.33
2048                   69.24          33809.98
4096                  136.96          33437.46
8192                  272.04          33207.72
16384                 535.78          32701.38
32768                 999.87          30513.55
65536                 800.68          12217.36
131072               1469.93          11214.68
262144               2001.53           7635.24
524288               2225.90           4245.56
1048576              2381.97           2271.63
2097152              2535.68           1209.11
4194304              2578.80            614.83
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.06          58657.74
2                       0.12          58690.89
4                       0.23          58525.08
8                       0.47          58636.99
16                      0.94          58673.54
32                      1.88          58674.78
64                      3.75          58641.66
128                     7.50          58597.82
256                    11.10          43348.18
512                    22.03          43033.44
1024                   43.89          42864.38
2048                   69.43          33903.74
4096                  137.63          33601.52
8192                  272.50          33263.75
16384                 540.65          32998.81
32768                1370.94          41837.65
65536                 800.32          12211.92
131072               1467.04          11192.64
262144               1996.73           7616.92
524288               2224.27           4242.46
1048576              2372.47           2262.57
2097152              2529.28           1206.05
4194304              2570.77            612.92
