Size,CNI,Nodes,Benchmark,Mean,Median,Std,Min,Max
64,flannel,2,mbw_mr,6.308666666666666,6.295,0.2946152761136804,5.42,7.06
64,flannel,2,multi-latency,73.944,68.41499999999999,24.75536773558692,58.94,195.23
128,baremetal,1,bibw,653.6686666666667,655.5,11.678318765789976,632.1,672.96
128,baremetal,1,bw,577.9763333333334,580.4300000000001,15.381064149395417,539.17,597.71
128,baremetal,1,latency,0.5263333333333333,0.525,0.06310819026212777,0.44,0.6
128,baremetal,1,latency_mp,0.5836666666666667,0.6,0.057624428089514936,0.48,0.67
128,baremetal,1,mbw_mr,549.1693333333334,548.39,11.213863935674269,525.57,577.51
128,baremetal,1,multi-latency,0.5766666666666667,0.555,0.048089954025356665,0.52,0.68
128,baremetal,2,bibw,96.65833333333333,97.185,2.1592912044805637,91.05,99.4
128,baremetal,2,bw,45.642,45.765,0.731834727903451,43.23,46.42
128,baremetal,2,latency,20.932000000000002,21.11,0.5548246072657428,19.22,21.56
128,baremetal,2,latency_mp,33.559999999999995,34.035,2.740601494512498,20.93,36.21
128,baremetal,2,mbw_mr,42.358,42.06,2.403830850667469,38.87,46.91
128,baremetal,2,multi-latency,31.783666666666665,33.61,4.886965410102697,19.26,36.27
128,calico,1,bibw,13.881666666666666,13.875,0.11033126712653635,13.66,14.14
128,calico,1,bw,6.8870000000000005,6.89,0.02215151586624308,6.84,6.92
128,calico,1,latency,27.14333333333333,27.125,0.15127807994307804,26.92,27.81
128,calico,1,latency_mp,35.29533333333333,35.3,0.09445792105786875,35.11,35.44
128,calico,1,mbw_mr,6.03,5.965,0.25925623059716085,5.84,6.81
128,calico,1,multi-latency,38.84633333333333,39.43,1.6031143899068585,34.69,39.93
128,calico,2,bibw,23.927333333333333,23.925,0.0822918830929785,23.76,24.1
128,calico,2,bw,11.274,11.295,0.11208371255757775,11.1,11.44
128,calico,2,latency,37.160999999999994,39.09,3.4713769006270265,29.9,39.57
128,calico,2,latency_mp,67.53133333333334,67.555,0.4400684377287881,65.84,68.0
128,calico,2,mbw_mr,10.158666666666667,10.0,0.4262808960050294,9.86,11.17
128,calico,2,multi-latency,68.10066666666667,67.78999999999999,0.5468463399715034,67.34,68.9
128,cilium,1,bibw,24.242,24.225,0.1677107526419347,23.87,24.59
128,cilium,1,bw,12.063666666666668,12.1,0.1716147114771995,11.62,12.3
128,cilium,1,latency,17.101,17.07,0.1424260243557796,16.86,17.46
128,cilium,1,latency_mp,21.067333333333334,21.095,0.09183693695080271,20.84,21.19
128,cilium,1,mbw_mr,10.983,10.805,0.4972486368976305,10.63,12.28
128,cilium,1,multi-latency,23.97266666666667,24.01,0.13625365122177213,23.58,24.19
128,cilium,2,bibw,70.12599999999999,70.08500000000001,2.240214891170194,66.46,77.11
128,cilium,2,bw,32.67066666666667,32.585,1.6021987765381145,29.88,39.54
128,cilium,2,latency,36.178999999999995,38.66,3.2947495849588027,29.14,39.49
128,cilium,2,latency_mp,41.75833333333333,44.32,4.469559172379567,31.08,47.51
128,cilium,2,mbw_mr,31.309666666666665,31.23,1.907508726121557,28.32,36.14
128,cilium,2,multi-latency,43.281333333333336,43.585,4.815841483624882,33.86,58.57
128,flannel,1,bibw,17.145666666666667,17.175,0.22449457920394036,16.55,17.45
128,flannel,1,bw,8.392,8.405000000000001,0.03951429248189618,8.29,8.45
128,flannel,1,latency,23.011333333333333,22.99,0.15958422991254978,22.66,23.64
128,flannel,1,latency_mp,29.154,29.13,0.1061098974875933,28.98,29.42
128,flannel,1,mbw_mr,7.517666666666667,7.48,0.19632280478375638,7.42,8.54
128,flannel,1,multi-latency,33.092,33.095,0.08988114757642669,32.91,33.26
128,flannel,2,bibw,28.313666666666666,31.115000000000002,5.136607953150388,17.28,31.53
128,flannel,2,bw,14.168666666666667,14.25,0.38152808305669966,12.87,14.59
128,flannel,2,latency,36.942,38.745000000000005,3.646964160258078,26.36,39.81
128,flannel,2,latency_mp,71.654,68.595,23.5684591394282,46.57,194.24
128,flannel,2,mbw_mr,12.544333333333332,12.545,0.5868894234881885,10.81,14.15
128,flannel,2,multi-latency,74.00233333333334,68.51,24.48812853599479,58.93,193.79
256,baremetal,1,bibw,1154.3586666666667,1155.355,15.36428162606566,1099.77,1178.97
256,baremetal,1,bw,979.374,983.71,19.440667222833817,930.63,1007.39
256,baremetal,1,latency,0.5823333333333333,0.59,0.0561821749455216,0.51,0.65
256,baremetal,1,latency_mp,0.643,0.67,0.05639454608015038,0.54,0.72
256,baremetal,1,mbw_mr,951.1396666666666,953.855,25.361643926285165,892.71,1002.12
256,baremetal,1,multi-latency,0.629,0.61,0.049154927490046456,0.55,0.73
256,baremetal,2,bibw,184.84133333333332,185.595,3.877169011047872,174.21,189.49
256,baremetal,2,bw,89.99833333333332,89.895,1.7632749376507155,86.45,92.41
256,baremetal,2,latency,20.935333333333332,21.265,0.7237056618940266,19.16,21.66
256,baremetal,2,latency_mp,33.763,34.19,2.615393621064225,21.8,36.3
256,baremetal,2,mbw_mr,84.875,83.11,3.929984425695211,80.31,94.68
256,baremetal,2,multi-latency,32.199666666666666,34.2,4.9630187444207055,21.41,36.23
256,calico,1,bibw,28.396333333333335,28.42,0.3035818736732946,27.59,28.8
256,calico,1,bw,10.957666666666666,9.765,1.8906479154591118,9.68,13.84
256,calico,1,latency,27.130666666666666,27.145,0.07904312805016023,26.95,27.26
256,calico,1,latency_mp,35.31966666666666,35.32,0.09492223072103495,35.16,35.49
256,calico,1,mbw_mr,11.08,11.100000000000001,1.3382154870031853,8.26,13.56
256,calico,1,multi-latency,38.88699999999999,39.480000000000004,1.6076608623325581,34.73,39.91
256,calico,2,bibw,47.336666666666666,47.62,1.5849993654590973,39.02,48.05
256,calico,2,bw,22.218,21.985,0.4904775997556557,21.57,22.94
256,calico,2,latency,36.91833333333333,39.224999999999994,3.823432366012411,30.06,39.77
256,calico,2,latency_mp,67.50666666666667,67.50999999999999,0.4334014093299591,66.53,68.04
256,calico,2,mbw_mr,20.166999999999998,19.83,0.7377325466216247,19.25,22.23
256,calico,2,multi-latency,67.80733333333333,67.745,0.7714649447120313,65.67,68.87
256,cilium,1,bibw,47.57733333333333,47.730000000000004,0.6216548179204276,46.07,48.43
256,cilium,1,bw,19.509333333333334,19.4,0.6485949447065168,19.05,22.84
256,cilium,1,latency,17.137999999999998,17.09,0.13956582923357355,16.95,17.49
256,cilium,1,latency_mp,21.096999999999998,21.119999999999997,0.09882586566348875,20.84,21.25
256,cilium,1,mbw_mr,17.98166666666667,17.15,1.5691202967736815,16.91,21.64
256,cilium,1,multi-latency,23.998333333333335,24.04,0.13506277808111505,23.58,24.18
256,cilium,2,bibw,130.45833333333334,129.40499999999997,5.032305349085729,123.55,147.25
256,cilium,2,bw,61.39933333333333,60.89,3.136825688861089,57.84,71.99
256,cilium,2,latency,36.190333333333335,38.765,3.464988912091861,27.1,39.56
256,cilium,2,latency_mp,41.775333333333336,44.394999999999996,4.249673199064908,32.71,46.77
256,cilium,2,mbw_mr,58.833666666666666,56.739999999999995,4.991092398797415,51.95,69.82
256,cilium,2,multi-latency,43.05166666666666,41.894999999999996,4.868258970340305,33.04,58.64
256,flannel,1,bibw,34.18266666666667,34.26,0.5403251468956579,31.78,34.72
256,flannel,1,bw,13.383666666666667,12.565000000000001,1.7040205667638002,12.38,16.85
256,flannel,1,latency,23.051,23.05,0.102934528907356,22.75,23.21
256,flannel,1,latency_mp,29.212666666666667,29.165,0.15028555195505866,29.03,29.77
256,flannel,1,mbw_mr,11.873666666666667,11.09,1.5226507814659442,11.0,15.04
256,flannel,1,multi-latency,33.11933333333334,33.125,0.09191200189286404,32.93,33.3
256,flannel,2,bibw,55.964666666666666,61.72,9.97314868597895,37.07,62.54
256,flannel,2,bw,27.744000000000003,27.935,1.059110231637207,24.2,28.73
256,flannel,2,latency,37.061,38.865,3.577819939186624,26.47,39.87
256,flannel,2,latency_mp,71.73666666666666,68.64500000000001,23.8284921214417,46.54,195.61
256,flannel,2,mbw_mr,24.099,24.0,1.1934110775420175,20.91,26.97
256,flannel,2,multi-latency,73.98700000000001,68.46000000000001,24.759016072868317,58.86,195.07
512,baremetal,1,bibw,2177.5053333333335,2180.745,30.186466336506804,2102.07,2221.94
512,baremetal,1,bw,2029.032,2033.255,32.164042399056086,1938.62,2084.34
512,baremetal,1,latency,0.7390000000000001,0.74,0.05345639537881834,0.63,0.84
512,baremetal,1,latency_mp,0.7336666666666667,0.76,0.047740919579526836,0.64,0.79
512,baremetal,1,mbw_mr,1899.725,1904.5,45.11469595796156,1822.07,2029.53
512,baremetal,1,multi-latency,0.76,0.745,0.06346326659490947,0.65,0.89
512,baremetal,2,bibw,351.415,352.05499999999995,8.735036762451513,330.79,380.37
512,baremetal,2,bw,168.487,167.42000000000002,2.487003667343356,164.82,175.65
512,baremetal,2,latency,21.107666666666667,21.475,0.8518567280109199,18.35,21.91
512,baremetal,2,latency_mp,33.888666666666666,34.364999999999995,2.8248609771508906,21.93,36.19
512,baremetal,2,mbw_mr,162.623,162.19,4.860425800844745,154.1,171.2
512,baremetal,2,multi-latency,31.675333333333334,33.235,4.634277634691549,21.39,35.92
512,calico,1,bibw,55.97533333333333,56.36,1.1680775049076444,52.57,57.06
512,calico,1,bw,19.595000000000002,19.545,0.4342949101307978,19.36,21.85
512,calico,1,latency,27.177000000000003,27.19,0.07804287062360306,26.98,27.3
512,calico,1,latency_mp,25.418666666666663,25.39,0.10871453709009034,25.31,25.89
512,calico,1,mbw_mr,16.971,16.564999999999998,1.3733757805068347,16.0,23.17
512,calico,1,multi-latency,27.904,28.33,1.1311532107574531,24.98,28.51
512,calico,2,bibw,90.44633333333333,94.475,7.125300953514939,77.64,95.34
512,calico,2,bw,44.31033333333333,43.845,0.8098807206059389,43.04,45.51
512,calico,2,latency,36.909,39.525,4.029666153708622,30.29,40.07
512,calico,2,latency_mp,54.88433333333333,63.59,13.544085026143415,38.17,68.7
512,calico,2,mbw_mr,40.22533333333333,39.69,1.4764489863166301,38.58,43.28
512,calico,2,multi-latency,53.090333333333334,43.92,14.379937528839733,38.5,70.51
512,cilium,1,bibw,91.87966666666667,91.86,1.0482480732100112,89.18,94.48
512,cilium,1,bw,38.692,38.705,0.2480739600505708,38.04,39.09
512,cilium,1,latency,17.19633333333333,17.14,0.1497234999483439,17.0,17.58
512,cilium,1,latency_mp,16.649333333333335,16.634999999999998,0.10586045900906076,16.35,16.91
512,cilium,1,mbw_mr,35.135999999999996,34.075,2.1723967377546156,33.56,39.69
512,cilium,1,multi-latency,18.805,18.795,0.13384885969398239,18.49,19.11
512,cilium,2,bibw,237.22333333333333,233.68,12.073903557940028,224.24,282.74
512,cilium,2,bw,111.125,109.035,6.247597469262167,107.13,133.72
512,cilium,2,latency,36.38966666666667,38.575,3.445082936125285,27.29,39.9
512,cilium,2,latency_mp,39.45633333333333,40.44,3.390855332369324,33.86,50.43
512,cilium,2,mbw_mr,108.29533333333333,104.47,9.458764129133082,99.03,132.94
512,cilium,2,multi-latency,39.21066666666666,40.68,2.944106835267914,33.42,42.96
512,flannel,1,bibw,67.85666666666667,67.975,0.7936747068099644,64.72,69.24
512,flannel,1,bw,27.434666666666665,25.11,3.4392518566300616,24.8,32.78
512,flannel,1,latency,23.081333333333337,23.075,0.10224154406763135,22.82,23.26
512,flannel,1,latency_mp,21.665000000000003,21.655,0.10040435489937034,21.5,21.96
512,flannel,1,mbw_mr,22.176,21.985,0.7025304018455298,21.71,24.94
512,flannel,1,multi-latency,24.590666666666667,24.595,0.09328980922773476,24.41,24.77
512,flannel,2,bibw,108.655,122.285,20.285158792609423,67.14,124.49
512,flannel,2,bw,55.223,55.53,2.02494810491188,48.08,57.56
512,flannel,2,latency,37.348333333333336,39.16,3.6219884835146363,26.74,40.13
512,flannel,2,latency_mp,44.723333333333336,41.415,18.693358461622477,35.03,143.47
512,flannel,2,mbw_mr,49.419999999999995,49.905,2.2368173202427446,41.87,53.21
512,flannel,2,multi-latency,46.23799999999999,42.15,17.828635896529896,35.64,131.1
1024,baremetal,1,bibw,3690.208,3694.755,30.992888550273143,3575.41,3723.95
1024,baremetal,1,bw,3471.1336666666666,3479.31,43.81944730315545,3336.1,3530.15
1024,baremetal,1,latency,0.8306666666666668,0.835,0.0564424231091896,0.74,0.92
1024,baremetal,1,latency_mp,0.8476666666666667,0.87,0.053477893165973386,0.76,0.92
1024,baremetal,1,mbw_mr,3262.0913333333333,3262.145,65.94608867820767,3146.38,3453.19
1024,baremetal,1,multi-latency,0.855,0.83,0.06399083986170907,0.76,0.97
1024,baremetal,2,bibw,661.001,660.1199999999999,14.000712629646069,636.47,717.5
1024,baremetal,2,bw,322.2573333333333,323.675,6.879391980617799,302.15,336.17
1024,baremetal,2,latency,22.741,23.16,0.9672903853834025,19.62,23.57
1024,baremetal,2,latency_mp,33.621,34.400000000000006,2.7971874420937346,23.02,36.33
1024,baremetal,2,mbw_mr,307.28133333333335,304.20000000000005,9.942207391524882,291.92,326.91
1024,baremetal,2,multi-latency,32.011,33.535,4.193670394691307,22.08,35.8
1024,calico,1,bibw,102.61,102.195,1.5058918768715028,101.03,108.02
1024,calico,1,bw,38.947,38.95,0.17593396096458738,38.63,39.22
1024,calico,1,latency,27.296666666666667,27.299999999999997,0.0656707216205289,27.13,27.41
1024,calico,1,latency_mp,25.474333333333334,25.475,0.063554664677731,25.38,25.68
1024,calico,1,mbw_mr,33.510666666666665,33.085,1.4045736457860731,32.63,37.67
1024,calico,1,multi-latency,27.954333333333334,28.34,1.14850032150877,25.05,28.8
1024,calico,2,bibw,176.35,185.95,14.96511114974219,150.01,187.7
1024,calico,2,bw,89.53633333333333,89.805,1.2295344881178671,86.7,91.23
1024,calico,2,latency,38.162,41.135,4.2460605677295264,31.54,41.78
1024,calico,2,latency_mp,54.255,64.04,14.063790569132271,38.78,68.92
1024,calico,2,mbw_mr,81.269,79.955,3.44515386774144,77.37,88.96
1024,calico,2,multi-latency,52.26266666666667,41.019999999999996,14.268588827436188,38.72,70.56
1024,cilium,1,bibw,154.53066666666666,154.255,1.6169531444245218,151.46,158.22
1024,cilium,1,bw,77.30300000000001,77.345,0.4278587424001976,76.15,78.08
1024,cilium,1,latency,17.349666666666668,17.32,0.14411401935520443,17.17,17.76
1024,cilium,1,latency_mp,16.701333333333334,16.68,0.08593234441170579,16.46,16.86
1024,cilium,1,mbw_mr,69.39,67.89,3.615534490939396,67.3,79.19
1024,cilium,1,multi-latency,18.876666666666665,18.884999999999998,0.10632848689996864,18.62,19.08
1024,cilium,2,bibw,435.082,439.025,29.40152018120011,386.44,500.05
1024,cilium,2,bw,192.67700000000002,184.89499999999998,18.088338241663536,167.21,244.25
1024,cilium,2,latency,37.894666666666666,39.87,3.6715286052066327,28.49,41.83
1024,cilium,2,latency_mp,39.755,40.62,3.4104188740610355,34.48,50.64
1024,cilium,2,mbw_mr,194.23033333333333,185.255,21.504445488017744,166.54,257.72
1024,cilium,2,multi-latency,39.847,41.370000000000005,2.9216223055952573,34.72,43.18
1024,flannel,1,bibw,126.59966666666666,126.89500000000001,2.0448850963981484,121.2,130.88
1024,flannel,1,bw,50.059333333333335,50.02,0.23239285010862243,49.6,50.55
1024,flannel,1,latency,23.212333333333333,23.2,0.09974738207033315,22.94,23.38
1024,flannel,1,latency_mp,21.712333333333333,21.71,0.07200015964222437,21.57,21.91
1024,flannel,1,mbw_mr,44.105333333333334,43.894999999999996,1.1375222114794914,43.6,50.04
1024,flannel,1,multi-latency,24.62366666666667,24.625,0.07117163970887933,24.5,24.79
1024,flannel,2,bibw,198.50766666666667,214.35000000000002,35.55077541065526,129.91,243.99
1024,flannel,2,bw,111.67833333333333,112.885,3.931218187379277,99.15,116.1
1024,flannel,2,latency,39.49366666666666,41.135000000000005,3.589487028314323,27.89,42.06
1024,flannel,2,latency_mp,45.74166666666667,41.95,17.992146386943265,41.41,140.37
1024,flannel,2,mbw_mr,99.756,99.86500000000001,4.940941973572133,83.84,110.14
1024,flannel,2,multi-latency,47.580666666666666,42.89,18.581327841890527,42.02,138.21
2048,baremetal,1,bibw,6222.169666666667,6234.24,54.250236515189506,6017.79,6276.49
2048,baremetal,1,bw,5727.034333333333,5741.115,85.33281002511058,5530.56,5849.73
2048,baremetal,1,latency,0.9273333333333333,0.925,0.05970810222460906,0.85,1.02
2048,baremetal,1,latency_mp,0.9456666666666667,0.97,0.05028767815988964,0.87,1.01
2048,baremetal,1,mbw_mr,5465.8893333333335,5452.085,100.81453627170143,5270.48,5736.59
2048,baremetal,1,multi-latency,0.9566666666666667,0.935,0.057435621131077225,0.85,1.06
2048,baremetal,2,bibw,1164.6226666666666,1163.305,25.271249294792323,1134.82,1283.82
2048,baremetal,2,bw,599.9876666666667,600.04,9.82897675360911,580.07,636.43
2048,baremetal,2,latency,42.71933333333333,42.894999999999996,0.7888574598455844,38.62,43.03
2048,baremetal,2,latency_mp,42.802,42.955,0.7185013137991011,39.14,43.21
2048,baremetal,2,mbw_mr,575.401,566.47,17.126627050821515,558.28,609.63
2048,baremetal,2,multi-latency,42.223333333333336,42.885000000000005,1.4961014471719105,38.59,43.09
2048,calico,1,bibw,130.84633333333332,130.995,0.9136002420637102,128.1,132.16
2048,calico,1,bw,60.080333333333336,60.099999999999994,0.2666844103292202,59.48,60.52
2048,calico,1,latency,25.107666666666667,25.1,0.0840641517485032,24.93,25.26
2048,calico,1,latency_mp,25.463,25.45,0.07543665988875865,25.34,25.67
2048,calico,1,mbw_mr,52.49933333333333,51.894999999999996,2.2377065434754053,49.68,59.06
2048,calico,1,multi-latency,28.408,28.845,1.1817824060174593,25.38,29.02
2048,calico,2,bibw,259.727,260.07500000000005,15.323365334430097,245.32,326.35
2048,calico,2,bw,159.58599999999998,160.73000000000002,4.905356396767755,142.8,164.01
2048,calico,2,latency,67.13433333333333,67.55000000000001,1.2949016294240479,63.07,68.43
2048,calico,2,latency_mp,68.86433333333333,68.92500000000001,1.1142515141482252,66.06,71.35
2048,calico,2,mbw_mr,135.99366666666666,133.93,8.039582028650631,126.24,155.19
2048,calico,2,multi-latency,70.127,68.655,2.921966921382778,66.08,77.97
2048,cilium,1,bibw,235.66366666666667,235.75,1.4263154444674695,232.99,238.1
2048,cilium,1,bw,124.62333333333332,124.725,0.6632695053909881,122.91,125.83
2048,cilium,1,latency,17.465333333333334,17.465,0.1391782120615277,17.18,17.79
2048,cilium,1,latency_mp,16.36733333333333,16.369999999999997,0.05582814352273851,16.25,16.51
2048,cilium,1,mbw_mr,111.56099999999999,109.56,5.21721047806333,108.05,125.45
2048,cilium,1,multi-latency,18.595666666666666,18.585,0.07587118545013771,18.5,18.84
2048,cilium,2,bibw,756.4436666666667,759.39,85.93390770230633,608.9,918.8
2048,cilium,2,bw,303.1273333333333,283.91999999999996,50.67119871140385,263.93,463.3
2048,cilium,2,latency,70.53233333333334,77.39500000000001,10.867477162849593,50.18,80.43
2048,cilium,2,latency_mp,63.428666666666665,64.33500000000001,6.826323154970912,45.01,70.81
2048,cilium,2,mbw_mr,315.47833333333335,289.16499999999996,53.21680056752452,270.62,466.98
2048,cilium,2,multi-latency,64.17033333333333,64.705,6.259580509979845,50.03,71.97
2048,flannel,1,bibw,161.85266666666666,162.15499999999997,1.7726795095781296,152.84,162.9
2048,flannel,1,bw,78.654,78.61,0.33831835649995345,78.0,79.33
2048,flannel,1,latency,22.232333333333333,22.21,0.11589779484776518,22.05,22.63
2048,flannel,1,latency_mp,21.997666666666664,22.005,0.11239350003703394,21.72,22.21
2048,flannel,1,mbw_mr,69.67833333333333,69.42500000000001,1.7971895364387867,66.82,78.72
2048,flannel,1,multi-latency,24.946,24.925,0.15020904972966756,24.64,25.33
2048,flannel,2,bibw,348.921,381.975,80.74088996759089,187.39,456.17
2048,flannel,2,bw,205.013,202.39,12.982206164460324,182.49,222.96
2048,flannel,2,latency,74.73933333333333,79.44,8.325735727387631,56.05,79.78
2048,flannel,2,latency_mp,82.32233333333333,80.08500000000001,25.236237038929904,44.75,209.84
2048,flannel,2,mbw_mr,176.145,175.81,14.695638984828594,139.05,212.63
2048,flannel,2,multi-latency,80.30533333333332,74.94999999999999,26.676143899247013,58.54,219.74
4096,baremetal,1,bibw,3932.7366666666667,3936.825,56.11256963697497,3779.14,4026.42
4096,baremetal,1,bw,2574.777666666667,2576.415,21.3152645131222,2524.08,2611.84
4096,baremetal,1,latency,2.169,2.17,0.04830577890751874,2.07,2.25
4096,baremetal,1,latency_mp,2.1686666666666667,2.18,0.03980411807956503,2.1,2.24
4096,baremetal,1,mbw_mr,2698.2726666666663,2698.965,32.35465355148745,2627.44,2757.21
4096,baremetal,1,multi-latency,2.174,2.165,0.06906269016201001,1.99,2.28
4096,baremetal,2,bibw,1881.1866666666667,1882.44,34.885563888463835,1813.03,1955.83
4096,baremetal,2,bw,1021.7646666666667,1025.025,29.62999851424269,979.05,1128.95
4096,baremetal,2,latency,43.985,43.98,0.09294974541338928,43.75,44.18
4096,baremetal,2,latency_mp,43.14033333333334,43.2,0.8111697952843225,39.54,43.84
4096,baremetal,2,mbw_mr,989.2376666666667,980.285,23.441723145344678,957.15,1034.12
4096,baremetal,2,multi-latency,42.655,43.155,1.4999442518376107,38.99,43.98
4096,calico,1,bibw,370.52733333333333,394.44,45.24962990386531,278.93,399.21
4096,calico,1,bw,117.93633333333334,117.94,0.47562288258322905,116.91,118.77
4096,calico,1,latency,25.775,25.78,0.06730015115010853,25.67,25.88
4096,calico,1,latency_mp,27.502000000000002,27.494999999999997,0.13065880811461106,27.26,27.79
4096,calico,1,mbw_mr,103.96866666666666,102.72,4.333977016737534,101.31,116.75
4096,calico,1,multi-latency,30.386000000000003,30.83,1.2598073196956032,27.12,31.07
4096,calico,2,bibw,515.522,501.83500000000004,41.086591436404994,472.06,592.51
4096,calico,2,bw,302.1553333333333,302.65999999999997,5.051704207720282,285.14,311.33
4096,calico,2,latency,70.30033333333334,70.67,0.9410136989487415,68.1,71.3
4096,calico,2,latency_mp,70.891,70.85,0.7970910474538243,67.59,72.12
4096,calico,2,mbw_mr,268.3233333333333,270.15999999999997,14.699514731219306,245.37,302.92
4096,calico,2,multi-latency,74.62466666666666,71.105,4.7607756056987265,68.76,80.85
4096,cilium,1,bibw,520.0766666666666,479.82500000000005,74.69208296380054,438.04,633.29
4096,cilium,1,bw,239.90666666666667,239.945,1.4334846217938833,236.78,243.54
4096,cilium,1,latency,18.365666666666666,18.365000000000002,0.1665198203659623,18.09,18.99
4096,cilium,1,latency_mp,18.973333333333336,18.4,1.6694461880254308,18.21,23.89
4096,cilium,1,mbw_mr,219.53033333333332,216.26999999999998,9.660678381025278,213.27,244.65
4096,cilium,1,multi-latency,20.90666666666667,20.68,1.1374724955623845,20.45,26.9
4096,cilium,2,bibw,1169.1866666666667,1202.0700000000002,160.78466122443862,868.91,1457.91
4096,cilium,2,bw,495.43266666666665,463.14,90.01316516481633,438.71,792.61
4096,cilium,2,latency,72.06533333333333,73.37,11.601415708299639,51.28,83.32
4096,cilium,2,latency_mp,66.42733333333334,67.03999999999999,8.010162912516668,45.69,75.51
4096,cilium,2,mbw_mr,486.88533333333334,446.4,104.09292353083084,392.64,778.35
4096,cilium,2,multi-latency,66.28666666666666,67.61500000000001,7.319577589721554,49.69,75.66
4096,flannel,1,bibw,381.6886666666667,349.78,67.79460795023773,302.68,469.78
4096,flannel,1,bw,153.90466666666669,153.85,0.7164555155396118,152.67,156.05
4096,flannel,1,latency,22.808,22.76,0.17410658645862806,22.59,23.34
4096,flannel,1,latency_mp,24.216333333333335,24.01,1.2687367688002689,23.64,30.91
4096,flannel,1,mbw_mr,138.13566666666665,137.5,3.424695992884352,136.51,155.98
4096,flannel,1,multi-latency,27.232333333333333,26.95,1.511118980991452,26.66,35.2
4096,flannel,2,bibw,718.3833333333333,830.875,167.4676216226708,409.09,847.02
4096,flannel,2,bw,407.7853333333333,414.16999999999996,20.037769463128146,360.65,438.21
4096,flannel,2,latency,70.97800000000001,73.8,5.539108854008171,55.93,75.15
4096,flannel,2,latency_mp,81.96533333333333,78.98,25.353706895310857,48.55,211.51
4096,flannel,2,mbw_mr,363.936,371.385,30.176014978787382,271.15,414.57
4096,flannel,2,multi-latency,80.91966666666667,76.72,24.68155020606916,60.69,210.42
8192,baremetal,1,bibw,6929.206666666667,6984.425,179.09288369029557,6616.76,7187.78
8192,baremetal,1,bw,4548.3279999999995,4558.125,45.47908844202185,4406.45,4610.19
8192,baremetal,1,latency,2.442333333333333,2.44,0.03738737877886096,2.36,2.51
8192,baremetal,1,latency_mp,2.443,2.4450000000000003,0.028424127682002066,2.38,2.51
8192,baremetal,1,mbw_mr,4746.948666666666,4745.85,50.14736605544557,4653.7,4842.24
8192,baremetal,1,multi-latency,2.4676666666666667,2.46,0.07093869783534731,2.29,2.59
8192,baremetal,2,bibw,2611.597333333333,2618.435,73.78333551378813,2399.19,2715.98
8192,baremetal,2,bw,1463.7779999999998,1461.7849999999999,59.462779224515316,1386.72,1757.27
8192,baremetal,2,latency,45.653,45.64,0.0772880862478957,45.51,45.82
8192,baremetal,2,latency_mp,45.03033333333334,45.349999999999994,0.9578981420666358,40.76,45.94
8192,baremetal,2,mbw_mr,1428.1160000000002,1427.885,27.152342453085964,1376.0,1484.57
8192,baremetal,2,multi-latency,44.34733333333334,44.629999999999995,1.761967813188607,40.31,46.1
8192,calico,1,bibw,709.6456666666667,710.345,5.737205665702993,695.65,717.09
8192,calico,1,bw,234.54799999999997,234.68,1.2182701133022646,231.98,236.5
8192,calico,1,latency,26.493333333333332,26.51,0.07438637868140487,26.34,26.59
8192,calico,1,latency_mp,31.733666666666668,28.225,4.498733525486182,27.91,37.63
8192,calico,1,mbw_mr,210.49133333333333,204.325,21.24020354038024,201.07,313.53
8192,calico,1,multi-latency,36.086,36.485,4.752194121194677,31.24,42.0
8192,calico,2,bibw,970.9656666666667,971.175,7.433039793698991,956.95,997.72
8192,calico,2,bw,537.7786666666666,537.925,5.166740941253304,527.04,548.31
8192,calico,2,latency,75.37233333333333,75.875,1.1217833195817943,72.52,76.58
8192,calico,2,latency_mp,80.83933333333333,82.02000000000001,3.2214549436586872,72.66,84.18
8192,calico,2,mbw_mr,490.59133333333335,482.55499999999995,22.955199355946878,451.38,541.41
8192,calico,2,multi-latency,84.11766666666666,84.685,2.935196267106645,77.17,87.62
8192,cilium,1,bibw,1064.1976666666667,1065.0900000000001,11.140012593112807,1038.99,1082.89
8192,cilium,1,bw,476.37966666666665,476.625,2.640939596814552,470.53,481.93
8192,cilium,1,latency,19.054,19.045,0.1513753043221402,18.81,19.62
8192,cilium,1,latency_mp,24.146,24.715,1.8084277797254604,18.69,25.04
8192,cilium,1,mbw_mr,437.24300000000005,427.15999999999997,24.255745732392633,421.59,511.6
8192,cilium,1,multi-latency,23.588666666666665,21.244999999999997,3.238631824081587,20.97,27.85
8192,cilium,2,bibw,1544.6153333333334,1557.0349999999999,216.50152928875076,1224.95,1976.74
8192,cilium,2,bw,733.312,701.435,107.31809014198929,649.88,1092.35
8192,cilium,2,latency,75.83666666666666,74.25,12.51818052586561,53.67,89.78
8192,cilium,2,latency_mp,71.04933333333334,72.265,7.3249234117842965,56.18,80.78
8192,cilium,2,mbw_mr,687.806,636.685,142.4172004237961,572.99,1083.06
8192,cilium,2,multi-latency,71.503,73.485,6.443697883497729,57.41,80.75
8192,flannel,1,bibw,807.9816666666667,806.2049999999999,10.743995623324825,787.59,829.21
8192,flannel,1,bw,305.608,305.34000000000003,1.2952603253187405,303.11,308.9
8192,flannel,1,latency,23.524,23.520000000000003,0.20516771944789014,23.17,24.08
8192,flannel,1,latency_mp,24.602666666666668,24.6,0.10757301716968157,24.36,24.84
8192,flannel,1,mbw_mr,277.91766666666666,272.375,23.944741368313046,271.29,399.6
