Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      67.35
2                      66.23
4                      65.66
8                      67.39
16                     67.39
32                     67.49
64                     67.60
128                    67.62
256                    67.58
512                    39.58
1024                   40.14
2048                   68.03
4096                   68.76
8192                   87.62
16384                  85.21
32768                 114.98
65536                 295.13
131072                383.00
262144                479.39
524288                730.09
1048576              1391.07
2097152              2408.33
4194304              3618.76
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      68.33
2                      67.95
4                      68.32
8                      68.30
16                     68.28
32                     68.34
64                     68.57
128                    68.77
256                    68.87
512                    68.31
1024                   64.36
2048                   75.25
4096                   78.52
8192                   84.74
16384                  91.41
32768                 125.97
65536                 311.77
131072                384.20
262144                480.84
524288                720.49
1048576              1296.04
2097152              2304.69
4194304              3463.54
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      68.54
2                      66.21
4                      68.39
8                      68.48
16                     68.45
32                     68.50
64                     68.74
128                    68.81
256                    67.57
512                    69.21
1024                   68.31
2048                   72.68
4096                   80.62
8192                   84.88
16384                  91.55
32768                 126.21
65536                 312.36
131072                384.46
262144                471.40
524288                720.77
1048576              1292.32
2097152              2329.26
4194304              3465.41
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      68.55
2                      68.51
4                      68.33
8                      68.54
16                     68.63
32                     68.54
64                     66.13
128                    68.80
256                    67.78
512                    69.29
1024                   69.58
2048                   73.08
4096                   79.72
8192                   82.36
16384                  91.46
32768                 126.20
65536                 311.26
131072                384.40
262144                471.99
524288                728.06
1048576              1301.17
2097152              2337.33
4194304              3516.29
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      67.51
2                      67.73
4                      66.88
8                      67.05
16                     67.12
32                     67.63
64                     67.82
128                    67.78
256                    67.49
512                    46.17
1024                   39.67
2048                   66.08
4096                   71.06
8192                   87.13
16384                  92.95
32768                 116.50
65536                 302.02
131072                383.21
262144                464.05
524288                714.46
1048576              1275.37
2097152              2300.07
4194304              3601.11
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      67.50
2                      67.56
4                      66.34
8                      67.25
16                     67.47
32                     67.53
64                     67.62
128                    67.60
256                    67.63
512                    44.67
1024                   39.91
2048                   68.31
4096                   71.15
8192                   78.21
16384                  96.01
32768                 109.03
65536                 291.49
131072                378.36
262144                467.30
524288                707.62
1048576              1268.41
2097152              2272.94
4194304              3601.07
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      68.33
2                      68.44
4                      68.45
8                      68.43
16                     68.49
32                     68.45
64                     68.60
128                    68.83
256                    68.85
512                    69.41
1024                   68.08
2048                   67.76
4096                   79.30
8192                   85.02
16384                  91.80
32768                 126.17
65536                 312.10
131072                384.19
262144                471.81
524288                711.26
1048576              1289.96
2097152              2331.39
4194304              3565.34
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      67.37
2                      67.11
4                      67.62
8                      67.63
16                     67.56
32                     67.81
64                     67.65
128                    67.60
256                    67.73
512                    39.85
1024                   39.77
2048                   68.17
4096                   70.67
8192                   86.63
16384                  84.91
32768                 113.27
65536                 299.08
131072                383.30
262144                464.40
524288                706.39
1048576              1396.73
2097152              2314.75
4194304              3632.51
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      67.59
2                      67.61
4                      67.66
8                      67.51
16                     67.54
32                     67.54
64                     67.65
128                    67.34
256                    67.66
512                    39.45
1024                   40.16
2048                   68.11
4096                   69.67
8192                   83.27
16384                  84.25
32768                 113.79
65536                 291.81
131072                384.07
262144                473.19
524288                723.15
1048576              1272.41
2097152              2296.68
4194304              3609.90
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      68.62
2                      67.51
4                      68.19
8                      68.18
16                     68.20
32                     68.20
64                     68.53
128                    68.52
256                    68.52
512                    69.12
1024                   66.40
2048                   74.74
4096                   80.81
8192                   84.60
16384                  91.22
32768                 125.50
65536                 310.03
131072                382.93
262144                464.40
524288                714.92
1048576              1290.71
2097152              2270.23
4194304              3406.64
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      68.05
2                      68.10
4                      67.66
8                      68.15
16                     68.15
32                     68.04
64                     68.24
128                    68.01
256                    67.95
512                    68.21
1024                   67.16
2048                   69.63
4096                   78.01
8192                   85.99
16384                  92.55
32768                 128.29
65536                 307.61
131072                383.73
262144                444.80
524288                623.19
1048576              1025.33
2097152              1682.58
4194304              2730.79
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      68.44
2                      68.13
4                      68.17
8                      68.22
16                     68.13
32                     67.76
64                     68.24
128                    68.47
256                    68.50
512                    67.28
1024                   68.01
2048                   70.34
4096                   70.78
8192                   78.74
16384                  90.34
32768                 121.19
65536                 298.76
131072                370.70
262144                492.88
524288                704.61
1048576              1278.99
2097152              2291.70
4194304              3622.03
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      65.03
2                      67.56
4                      67.57
8                      67.58
16                     67.58
32                     67.55
64                     67.73
128                    67.78
256                    67.81
512                    39.42
1024                   41.45
2048                   68.18
4096                   70.35
8192                   87.44
16384                  84.08
32768                 112.81
65536                 294.27
131072                380.10
262144                464.51
524288                682.02
1048576              1447.32
2097152              2668.29
4194304              4107.99
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      68.52
2                      68.41
4                      66.65
8                      68.30
16                     66.12
32                     66.75
64                     65.18
128                    68.82
256                    68.86
512                    69.34
1024                   68.68
2048                   70.16
4096                   80.25
8192                   84.53
16384                  91.29
32768                 125.61
65536                 310.24
131072                383.61
262144                463.90
524288                720.36
1048576              1292.96
2097152              2245.77
4194304              3367.70
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      66.43
2                      67.45
4                      66.48
8                      67.42
16                     67.39
32                     66.06
64                     67.69
128                    67.70
256                    67.71
512                    39.93
1024                   39.76
