Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.05          46126.59
2                       0.09          46140.49
4                       0.18          46172.11
8                       0.37          46369.68
16                      0.74          46118.60
32                      1.48          46129.67
64                      2.95          46080.88
128                     5.89          46006.02
256                    11.77          45985.36
512                    16.48          32181.11
1024                   32.86          32093.53
2048                   51.62          25203.26
4096                  102.25          24964.22
8192                  203.79          24877.21
16384                 403.68          24638.81
32768                 758.87          23158.87
65536                 618.82           9442.42
131072               1194.26           9111.46
262144               1643.26           6268.53
524288               1878.50           3582.95
1048576              2044.14           1949.44
2097152              2186.76           1042.73
4194304              2209.13            526.70
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.05          46525.63
2                       0.09          46444.25
4                       0.19          46500.21
8                       0.37          46514.75
16                      0.74          46556.73
32                      1.49          46556.66
64                      2.98          46496.32
128                     5.95          46472.65
256                    10.92          42653.48
512                    16.57          32371.12
1024                   33.09          32318.69
2048                   51.98          25379.31
4096                  102.82          25101.59
8192                  204.91          25013.90
16384                 405.17          24729.86
32768                1248.19          38091.67
65536                 619.38           9450.94
131072               1191.92           9093.61
262144               1628.39           6211.80
524288               1889.95           3604.78
1048576              2041.36           1946.79
2097152              2174.66           1036.96
4194304              2213.89            527.83
Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.05          46659.19
2                       0.09          46746.24
4                       0.19          46623.66
8                       0.37          46686.96
16                      0.75          46715.65
32                      1.49          46626.74
64                      2.99          46662.04
128                     5.97          46640.54
256                    10.83          42322.74
512                    16.58          32378.51
1024                   33.08          32304.48
2048                   51.91          25347.30
4096                  102.82          25101.45
8192                  204.39          24950.02
16384                 404.24          24672.58
32768                1242.19          37908.55
65536                 619.52           9453.10
131072               1198.64           9144.87
262144               1643.13           6268.06
524288               1882.51           3590.61
1048576              2047.47           1952.61
2097152              2188.46           1043.54
4194304              2217.23            528.63
Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.05          46963.20
2                       0.09          46655.96
4                       0.19          46705.16
8                       0.37          46729.02
16                      0.75          46804.47
32                      1.50          46740.27
64                      2.99          46720.25
128                     5.97          46644.64
256                    11.88          46420.76
512                    16.56          32341.78
1024                   33.07          32298.53
2048                   52.02          25400.35
4096                  102.86          25112.54
8192                  204.65          24981.35
16384                 407.13          24848.96
32768                 760.28          23201.91
65536                 619.16           9447.67
131072               1192.70           9099.60
262144               1641.62           6262.28
524288               1878.45           3582.86
1048576              2040.15           1945.64
2097152              2180.19           1039.60
4194304              2202.42            525.10
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.05          46857.34
2                       0.09          46857.28
4                       0.19          46929.96
8                       0.38          46896.04
16                      0.75          46899.58
32                      1.50          46880.19
64                      3.00          46832.66
128                     5.99          46819.67
256                    11.96          46735.78
512                    16.60          32427.53
1024                   33.23          32447.90
2048                   52.06          25419.70
4096                  102.93          25129.94
8192                  204.56          24970.37
16384                 404.89          24712.34
32768                 761.32          23233.65
65536                 620.43           9467.05
131072               1195.34           9119.72
262144               1639.19           6252.99
524288               1883.97           3593.39
1048576              2045.08           1950.34
2097152              2186.07           1042.40
4194304              2209.05            526.68
