
# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
[1721029377.580085255] thin003.hpc.rd.areasciencepark.it:rank1.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.58
2                       0.58
4                       0.57
8                       0.58
16                      0.60
32                      0.60
64                      0.62
128                     0.68
256                     0.73
512                     0.84
1024                    0.96
2048                    1.03
4096                    2.28
8192                    2.54
16384                   3.30
32768                   4.37
65536                   6.77
131072                 11.65
262144                 21.48
524288                 43.59
1048576               100.88
2097152               228.53
4194304               537.25

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.47
4                       0.47
8                       0.49
16                      0.48
32                      0.48
64                      0.49
128                     0.54
256                     0.61
512                     0.65
1024                    0.78
2048                    0.91
4096                    2.07
8192                    2.35
16384                   3.07
32768                   4.14
65536                   6.62
131072                 11.30
262144                 20.25
524288                 41.44
1048576                96.26
2097152               225.72
4194304               514.11
[1721029385.277845843] thin003.hpc.rd.areasciencepark.it:rank0.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029385.305079301] thin003.hpc.rd.areasciencepark.it:rank0.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029385.331932527] thin003.hpc.rd.areasciencepark.it:rank0.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029385.332637912] thin003.hpc.rd.areasciencepark.it:rank1.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029385.359593793] thin003.hpc.rd.areasciencepark.it:rank1.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029385.385833253] thin003.hpc.rd.areasciencepark.it:rank1.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.58
2                       0.58
4                       0.57
8                       0.57
16                      0.59
32                      0.59
64                      0.59
128                     0.67
256                     0.72
512                     0.89
1024                    0.97
2048                    1.05
4096                    2.27
8192                    2.59
16384                   3.30
32768                   4.36
65536                   6.87
131072                 11.82
262144                 21.65
524288                 43.44
1048576                99.10
2097152               228.82
4194304               530.89

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.47
4                       0.47
8                       0.48
16                      0.49
32                      0.49
64                      0.50
128                     0.56
256                     0.61
512                     0.72
1024                    0.83
2048                    0.95
4096                    2.16
8192                    2.44
16384                   3.18
32768                   4.32
65536                   6.94
131072                 11.77
262144                 20.96
524288                 43.33
1048576                96.54
2097152               233.59
4194304               531.20

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.48
4                       0.48
8                       0.48
16                      0.50
32                      0.50
64                      0.53
128                     0.57
256                     0.61
512                     0.76
1024                    0.82
2048                    0.93
4096                    2.15
8192                    2.43
16384                   3.16
32768                   4.28
65536                   6.89
131072                 11.87
262144                 21.35
524288                 43.07
1048576                98.30
2097152               233.30
4194304               521.84

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.47
2                       0.48
4                       0.47
8                       0.48
16                      0.48
32                      0.48
64                      0.50
128                     0.54
256                     0.61
512                     0.72
1024                    0.81
2048                    0.93
4096                    2.14
8192                    2.43
16384                   3.17
32768                   4.24
65536                   6.87
131072                 11.88
262144                 21.56
524288                 43.24
1048576                98.02
2097152               233.05
4194304               537.00

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.47
2                       0.47
4                       0.47
8                       0.48
16                      0.48
32                      0.48
64                      0.50
128                     0.54
256                     0.58
512                     0.73
1024                    0.82
2048                    0.91
4096                    2.14
8192                    2.44
16384                   3.18
32768                   4.29
65536                   6.90
131072                 11.85
262144                 21.22
524288                 43.17
1048576                98.10
2097152               233.44
4194304               527.01
[1721029404.788289012] thin003.hpc.rd.areasciencepark.it:rank0.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029404.815599983] thin003.hpc.rd.areasciencepark.it:rank0.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029404.842185162] thin003.hpc.rd.areasciencepark.it:rank0.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029404.847408517] thin003.hpc.rd.areasciencepark.it:rank1.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029404.874358733] thin003.hpc.rd.areasciencepark.it:rank1.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029404.900373154] thin003.hpc.rd.areasciencepark.it:rank1.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.58
2                       0.58
4                       0.57
8                       0.57
16                      0.59
32                      0.61
64                      0.60
128                     0.65
256                     0.66
512                     0.84
1024                    0.96
2048                    1.05
4096                    2.26
8192                    2.55
16384                   3.29
32768                   4.33
65536                   6.79
131072                 11.79
262144                 21.37
524288                 43.14
1048576                97.86
2097152               227.55
4194304               537.85
[1721029408.765887302] thin003.hpc.rd.areasciencepark.it:rank0.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029408.792727638] thin003.hpc.rd.areasciencepark.it:rank0.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029408.816985507] thin003.hpc.rd.areasciencepark.it:rank1.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029408.819583133] thin003.hpc.rd.areasciencepark.it:rank0.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029408.844412426] thin003.hpc.rd.areasciencepark.it:rank1.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029408.870527216] thin003.hpc.rd.areasciencepark.it:rank1.osu_multi_lat: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.57
2                       0.57
4                       0.56
8                       0.56
16                      0.58
32                      0.58
64                      0.60
128                     0.64
256                     0.70
512                     0.89
1024                    0.95
2048                    1.02
4096                    2.25
8192                    2.55
16384                   3.30
32768                   4.41
65536                   6.96
131072                 11.86
262144                 21.80
524288                 44.02
1048576               100.27
2097152               228.97
4194304               538.29

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.45
2                       0.45
4                       0.45
8                       0.45
16                      0.46
32                      0.46
64                      0.47
128                     0.52
256                     0.58
512                     0.69
1024                    0.76
2048                    0.85
4096                    1.99
8192                    2.29
16384                   2.95
32768                   4.12
65536                   6.59
131072                 11.29
262144                 20.34
524288                 40.92
1048576                93.71
2097152               226.83
4194304               511.93
