# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
4                       1.45         361489.18
8                       2.83         353192.38
16                      5.37         335916.92
32                      9.84         307403.97
64                     19.47         304224.12
128                    39.12         305613.21
256                    83.50         326173.19
512                   155.21         303144.60
1024                  297.99         291010.60
2048                  565.27         276008.38
4096                  957.15         233678.17
8192                 1380.13         168472.37
16384                2248.84         137258.21
32768                2566.61          78326.75
65536                3052.01          46569.94
131072               3009.62          22961.58
262144               2662.90          10158.17
524288               2684.98           5121.19
1048576              4235.58           4039.36
2097152              4307.85           2054.14
4194304              4275.33           1019.32
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.30         299059.98
2                       0.60         299232.73
4                       1.26         314662.82
8                       2.83         354177.12
16                      6.02         376205.16
32                     12.33         385235.98
64                     19.78         309120.85
128                    39.94         311997.60
256                    83.45         325967.64
512                   162.53         317440.41
1024                  300.96         293902.42
2048                  565.35         276048.63
4096                  983.34         240072.99
8192                 1403.00         171264.11
16384                1719.78         104967.00
32768                1897.22          57898.48
65536                1709.87          26090.49
131072               2603.06          19859.80
262144               3380.48          12895.51
524288               3156.07           6019.73
1048576              3915.40           3734.01
2097152              3800.21           1812.08
4194304              3925.64            935.94
[1721028963.965031790] thin004.hpc.rd.areasciencepark.it:rank1.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028963.974503442] thin003.hpc.rd.areasciencepark.it:rank0.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028963.991542550] thin004.hpc.rd.areasciencepark.it:rank1.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028964.001378342] thin003.hpc.rd.areasciencepark.it:rank0.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028964.017823361] thin004.hpc.rd.areasciencepark.it:rank1.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721028964.027727967] thin003.hpc.rd.areasciencepark.it:rank0.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.35         351048.56
2                       0.69         343983.83
4                       1.37         341930.68
8                       2.83         353191.25
16                      5.79         361587.66
32                     11.91         372179.84
64                     19.64         306830.16
128                    41.50         324204.79
256                    82.93         323958.55
512                   160.45         313380.13
1024                  301.28         294220.39
2048                  568.48         277578.87
4096                  980.01         239260.43
8192                 1428.92         174428.65
16384                1738.48         106108.49
32768                1934.75          59043.81
65536                1480.31          22587.71
131072               2839.94          21667.03
262144               3203.40          12219.98
524288               3809.70           7266.42
1048576              4803.52           4580.99
2097152              3986.84           1901.08
4194304              4114.30            980.93
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.30         297369.35
2                       0.64         321038.95
4                       1.40         350843.55
8                       2.92         364477.40
16                      5.97         372968.52
32                     11.51         359538.95
64                     19.81         309484.43
128                    40.40         315636.13
256                    83.17         324895.48
512                   163.42         319181.05
1024                  300.47         293425.51
2048                  562.03         274428.39
4096                  970.56         236953.99
8192                 1378.65         168292.01
16384                1790.93         109309.77
32768                2277.28          69497.13
65536                1597.61          24377.67
131072               2780.42          21212.92
262144               3232.83          12332.25
524288               3273.80           6244.28
1048576              4285.84           4087.30
2097152              4009.01           1911.65
4194304              4050.64            965.75
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.39         391925.67
2                       0.77         387018.46
4                       1.41         352074.88
8                       3.00         374625.14
16                      6.21         388345.13
32                     12.53         391460.56
64                     21.35         333668.71
128                    44.92         350964.90
256                    91.59         357784.03
512                   170.38         332764.01
1024                  322.24         314684.29
2048                  597.54         291766.61
4096                 1018.98         248773.27
8192                 1412.79         172459.90
16384                2263.15         138131.83
32768                2571.97          78490.18
65536                1714.61          26162.92
131072               2642.98          20164.35
262144               3206.58          12232.12
524288               4541.30           8661.84
1048576              4629.50           4415.04
2097152              3962.87           1889.64
4194304              4085.65            974.09
[1721029015.663731270] thin004.hpc.rd.areasciencepark.it:rank1.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029015.674709209] thin003.hpc.rd.areasciencepark.it:rank0.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029015.690414719] thin004.hpc.rd.areasciencepark.it:rank1.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029015.701729654] thin003.hpc.rd.areasciencepark.it:rank0.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029015.716650798] thin004.hpc.rd.areasciencepark.it:rank1.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029015.728061284] thin003.hpc.rd.areasciencepark.it:rank0.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.36         359494.68
2                       0.67         335844.75
4                       1.37         343014.84
8                       2.85         355686.67
16                      5.96         372285.36
32                     12.21         381510.98
64                     20.97         327662.79
128                    41.09         321022.12
256                    83.49         326139.01
512                   161.85         316111.67
1024                  300.08         293044.77
2048                  565.41         276078.76
4096                  977.75         238707.72
8192                 1428.09         174327.81
16384                1816.14         110848.54
32768                1914.32          58420.46
65536                1516.33          23137.34
131072               2357.26          17984.47
262144               3489.95          13313.12
524288               4069.46           7761.87
1048576              4082.27           3893.16
2097152              3876.80           1848.60
4194304              4105.46            978.82
[1721029033.164888154] thin004.hpc.rd.areasciencepark.it:rank1.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029033.176583022] thin003.hpc.rd.areasciencepark.it:rank0.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029033.191479085] thin004.hpc.rd.areasciencepark.it:rank1.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029033.203307754] thin003.hpc.rd.areasciencepark.it:rank0.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029033.217787006] thin004.hpc.rd.areasciencepark.it:rank1.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029033.229369333] thin003.hpc.rd.areasciencepark.it:rank0.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.38         378022.82
2                       0.78         390246.57
4                       1.56         389952.96
8                       3.07         383864.84
16                      6.10         381410.25
32                     12.26         383015.99
64                     22.18         346500.74
128                    44.78         349852.72
256                    88.43         345413.99
512                   169.92         331874.73
1024                  326.91         319243.92
2048                  601.85         293873.59
4096                 1022.26         249575.19
8192                 1457.76         177948.75
16384                1737.87         106071.35
32768                1927.74          58830.07
65536                1717.57          26207.98
131072               2992.74          22832.79
262144               3741.15          14271.35
524288               3627.57           6919.04
1048576              4567.97           4356.35
2097152              4526.89           2158.59
4194304              4225.65           1007.47
[1721029049.573680851] thin004.hpc.rd.areasciencepark.it:rank1.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029049.580645209] thin003.hpc.rd.areasciencepark.it:rank0.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029049.600219010] thin004.hpc.rd.areasciencepark.it:rank1.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029049.607780965] thin003.hpc.rd.areasciencepark.it:rank0.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029049.626354377] thin004.hpc.rd.areasciencepark.it:rank1.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029049.633880315] thin003.hpc.rd.areasciencepark.it:rank0.osu_mbw_mr: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.31         306586.30
2                       0.60         301534.21
4                       1.21         302616.57
8                       3.10         387138.67
16                      5.74         358649.49
32                     12.26         383145.36
64                     19.35         302278.34
128                    42.96         335591.69
256                    82.85         323637.92
512                   159.67         311849.49
1024                  307.26         300055.90
2048                  563.73         275259.42
4096                  968.50         236450.45
8192                 1414.99         172728.61
16384                1677.90         102411.08
32768                1854.56          56596.62
65536                1711.97          26122.57
131072               2514.62          19185.05
262144               3433.25          13096.82
524288               4113.06           7845.04
1048576              4108.87           3918.52
2097152              3876.64           1848.52
4194304              3927.94            936.49
