Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
8                      67.45
16                     67.47
32                     67.72
64                     68.26
128                    68.61
256                    68.37
512                    42.24
1024                   42.89
2048                   74.82
4096                   76.51
8192                   81.47
16384                  91.61
32768                 125.12
65536                 298.49
131072                429.53
262144                651.60
524288                980.84
1048576              1756.27
2097152              3309.25
4194304              6495.35
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      67.67
2                      67.15
4                      67.44
8                      67.95
16                     67.70
32                     68.20
64                     68.51
128                    68.73
256                    68.84
512                    41.62
1024                   42.02
2048                   74.84
4096                   76.15
8192                   81.13
16384                  91.37
32768                 124.47
65536                 298.48
131072                427.44
262144                652.04
524288               1011.35
1048576              1838.77
2097152              3477.58
4194304              6477.06
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      67.86
2                      67.66
4                      67.67
8                      67.65
16                     67.50
32                     67.56
64                     67.69
128                    68.55
256                    68.28
512                    42.30
1024                   42.89
2048                   75.89
4096                   76.90
8192                   81.13
16384                  91.99
32768                 121.37
65536                 299.72
131072                426.92
262144                651.37
524288                897.93
1048576              1750.94
2097152              3309.45
4194304              6470.32
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      68.17
2                      67.20
4                      68.14
8                      67.43
16                     66.97
32                     67.87
64                     67.09
128                    68.17
256                    68.22
512                    42.16
1024                   46.21
2048                   74.46
4096                   76.78
8192                   80.43
16384                  91.44
32768                 124.64
65536                 298.02
131072                426.16
262144                652.06
524288               1048.60
1048576              1917.97
2097152              3468.87
4194304              6448.07
Warning: Permanently added '[osu-latency-multinode-2-worker-0.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-latency-multinode-2-worker-1.osu-latency-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      67.68
2                      67.67
4                      67.77
8                      67.26
16                     67.81
32                     67.96
64                     68.39
128                    68.41
256                    68.50
512                    40.56
1024                   42.50
2048                   74.94
4096                   76.28
8192                   80.05
16384                  92.08
32768                 124.27
65536                 297.95
131072                426.43
262144                650.77
524288                906.65
1048576              1821.73
2097152              3295.83
4194304              6437.57
