Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
256                    20.15          78699.22
512                    39.74          77621.93
1024                   80.30          78421.34
2048                  136.93          66858.78
4096                  271.07          66178.10
8192                  479.51          58533.83
16384                 779.66          47586.69
32768                1148.43          35047.22
65536                 873.90          13334.69
131072               1129.07           8614.11
262144               1321.94           5042.80
524288               1403.95           2677.81
1048576              1464.12           1396.29
2097152              1653.21            788.31
4194304              1529.40            364.64
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.07          70684.75
2                       0.15          77068.27
4                       0.31          77228.35
8                       0.62          77142.00
16                      1.23          76976.47
32                      2.47          77076.57
64                      4.93          77087.57
128                     9.86          76998.73
256                    19.67          76850.81
512                    39.57          77289.32
1024                   79.96          78090.49
2048                  127.57          62292.06
4096                  246.41          60157.81
8192                  483.12          58974.02
16384                 794.36          48484.00
32768                1158.26          35347.16
65536                 905.89          13822.73
131072               1182.16           9019.20
262144               1365.56           5209.21
524288               1505.03           2870.62
1048576              1606.67           1532.24
2097152              1665.74            794.29
4194304              1684.49            401.61
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.05          50069.90
2                       0.13          64625.48
4                       0.28          70439.50
8                       0.62          77008.58
16                      1.25          78103.30
32                      2.49          77857.17
64                      5.00          78159.90
128                    10.00          78119.09
256                    20.04          78294.73
512                    39.53          77208.93
1024                   79.60          77731.63
2048                  143.96          70293.07
4096                  274.62          67046.37
8192                  481.25          58746.73
16384                 780.73          47651.79
32768                1106.61          33771.09
65536                 874.42          13342.66
131072               1133.03           8644.31
262144               1342.67           5121.89
524288               1546.56           2949.83
1048576              1604.31           1529.99
2097152              1660.16            791.63
4194304              1669.21            397.97
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.08          78437.42
2                       0.16          77680.75
4                       0.31          77407.57
8                       0.62          77382.93
16                      1.24          77317.60
32                      2.48          77541.53
64                      5.00          78179.28
128                     9.88          77211.26
256                    19.75          77139.18
512                    38.76          75701.47
1024                   79.77          77898.46
2048                  138.67          67709.66
4096                  258.96          63223.22
8192                  481.26          58747.38
16384                 781.14          47676.89
32768                1121.78          34234.03
65536                 913.39          13937.27
131072               1176.01           8972.23
262144               1360.54           5190.03
524288               1488.77           2839.60
1048576              1611.56           1536.90
2097152              1662.33            792.66
4194304              1681.58            400.92
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.08          75511.81
2                       0.15          77376.75
4                       0.31          77203.85
8                       0.62          77223.39
16                      1.23          77027.98
32                      2.47          77097.38
64                      4.94          77137.90
128                     9.87          77082.00
256                    19.64          76730.40
512                    39.42          77000.47
1024                   80.04          78168.47
2048                  130.91          63918.72
4096                  261.54          63852.44
8192                  486.13          59341.97
16384                 779.67          47587.28
32768                1133.79          34600.62
65536                 953.87          14554.87
131072               1171.51           8937.87
262144               1380.63           5266.68
524288               1495.27           2852.00
1048576              1604.72           1530.38
2097152              1589.52            757.94
4194304              1547.68            369.00
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.08          77676.68
2                       0.17          85462.35
4                       0.34          85636.15
8                       0.68          85222.76
16                      1.37          85355.53
32                      2.72          85055.91
64                      5.44          85069.48
128                    10.91          85270.63
256                    21.41          83629.86
512                    43.21          84398.29
1024                   88.23          86162.51
2048                  142.37          69515.45
4096                  273.84          66854.75
8192                  533.92          65175.89
16384                 840.55          51303.36
32768                1195.89          36495.57
65536                 959.90          14646.88
131072               1220.11           9308.71
262144               1314.85           5015.74
524288               1390.99           2653.11
1048576              1440.72           1373.98
2097152              1524.27            726.83
4194304              1515.96            361.43
