Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
# Size       Avg Latency(us)
1                      23.94
2                      23.97
4                      23.95
8                      24.00
16                     24.00
32                     24.00
64                     23.99
128                    23.93
256                    23.95
512                    18.77
1024                   18.84
2048                   18.52
4096                   20.66
8192                   27.65
16384                  30.20
32768                  44.20
65536                 105.37
131072                121.20
262144                165.69
524288                230.11
1048576               404.93
2097152               729.89
4194304              1606.64
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.95
2                      23.98
4                      23.98
8                      23.95
16                     23.97
32                     24.01
64                     24.01
128                    23.94
256                    23.99
512                    18.78
1024                   18.87
2048                   18.59
4096                   20.79
8192                   21.19
16384                  30.48
32768                  43.54
65536                 105.43
131072                122.80
262144                180.73
524288                231.26
1048576               402.94
2097152               729.16
4194304              1613.81
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.04
2                      24.04
4                      23.99
8                      23.98
16                     23.97
32                     24.02
64                     24.04
128                    23.99
256                    24.04
512                    18.75
1024                   18.79
2048                   18.64
4096                   20.72
8192                   27.76
16384                  30.14
32768                  44.29
65536                 106.17
131072                122.10
262144                164.29
524288                231.42
1048576               402.05
2097152               730.27
4194304              1612.55
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.79
2                      20.72
4                      23.53
8                      23.58
16                     23.55
32                     23.52
64                     23.56
128                    23.58
256                    23.58
512                    18.81
1024                   18.87
2048                   18.58
4096                   20.70
8192                   21.25
16384                  31.00
32768                  44.51
65536                  97.59
