Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
128                    39.55
256                    39.55
512                    28.34
1024                   28.41
2048                   28.78
4096                   30.77
8192                   31.48
16384                  43.28
32768                  51.88
65536                 175.33
131072                197.34
262144                284.22
524288                424.75
1048576               571.21
2097152              1019.59
4194304              2134.04
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.16
2                      39.15
4                      39.38
8                      39.49
16                     39.26
32                     39.19
64                     39.24
128                    39.22
256                    39.28
512                    28.49
1024                   28.32
2048                   28.84
4096                   30.96
8192                   31.53
16384                  43.27
32768                  51.97
65536                 175.65
131072                202.45
262144                284.65
524288                348.89
1048576               570.91
2097152              1017.24
4194304              2134.71
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.31
2                      39.28
4                      39.28
8                      39.34
16                     39.35
32                     39.34
64                     39.40
128                    39.41
256                    39.43
512                    28.13
1024                   28.24
2048                   28.85
4096                   30.88
8192                   31.38
16384                  43.39
32768                  52.29
65536                 175.66
131072                204.58
262144                285.49
524288                424.17
1048576               568.11
2097152              1014.63
4194304              2135.91
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.17
2                      39.15
4                      39.20
8                      39.22
16                     39.21
32                     39.26
64                     39.63
128                    39.27
256                    39.31
512                    28.16
1024                   28.22
2048                   28.85
4096                   30.72
8192                   31.39
16384                  43.31
32768                  52.14
65536                 175.48
131072                197.86
262144                285.52
524288                424.54
1048576               570.07
2097152              1021.76
4194304              2139.81
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.49
2                      39.50
4                      39.44
8                      39.43
16                     39.47
32                     39.48
64                     39.52
128                    39.47
256                    39.53
512                    28.30
1024                   28.42
2048                   28.88
4096                   30.81
8192                   41.17
16384                  43.37
32768                  51.88
65536                 175.48
131072                199.35
262144                283.96
524288                424.97
1048576               571.14
2097152              1030.16
4194304              2134.86
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.94
2                      39.44
4                      39.47
8                      39.53
16                     39.50
32                     39.52
64                     39.51
128                    39.49
256                    39.55
512                    28.33
1024                   28.40
2048                   28.99
4096                   30.93
8192                   41.39
16384                  43.48
32768                  52.27
65536                 176.10
131072                197.39
262144                282.48
524288                426.88
1048576               571.64
2097152              1021.65
4194304              2138.00
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.23
2                      39.28
4                      39.25
8                      39.24
16                     39.24
32                     39.25
64                     39.30
128                    39.31
256                    39.38
512                    28.35
1024                   28.25
2048                   28.81
4096                   30.70
8192                   31.27
16384                  43.48
32768                  51.94
65536                 175.01
131072                197.13
262144                284.86
524288                349.06
1048576               568.94
2097152              1016.22
4194304              2139.41
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.42
2                      39.43
4                      39.39
8                      39.67
16                     39.42
32                     39.43
64                     39.50
128                    39.45
256                    39.49
512                    28.30
1024                   28.41
2048                   28.83
4096                   30.77
8192                   41.39
16384                  43.47
32768                  52.38
65536                 176.18
131072                196.49
262144                284.47
524288                349.95
1048576               569.78
2097152              1027.30
4194304              2134.04
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.37
2                      39.43
4                      39.41
8                      39.49
16                     39.46
32                     39.49
64                     39.47
128                    39.41
256                    39.46
512                    28.26
1024                   28.41
2048                   28.95
4096                   30.93
8192                   31.59
16384                  43.56
32768                  52.25
65536                 176.34
131072                197.13
262144                283.35
524288                425.90
1048576               570.85
2097152              1016.42
4194304              2134.23
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.47
2                      39.44
4                      39.48
8                      39.50
16                     39.51
32                     39.51
64                     39.56
128                    39.55
256                    39.59
512                    28.36
1024                   28.53
2048                   28.89
4096                   30.77
8192                   41.48
16384                  43.31
32768                  52.64
65536                 175.94
131072                199.16
262144                285.68
524288                424.41
1048576               570.65
2097152              1014.43
4194304              2140.15
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.53
2                      39.56
4                      39.49
8                      39.49
16                     39.57
32                     39.54
64                     39.66
128                    39.62
256                    39.62
512                    28.44
1024                   28.56
2048                   28.81
4096                   31.04
8192                   41.34
16384                  43.46
32768                  65.74
65536                 175.56
131072                196.72
262144                283.35
524288                351.45
1048576               569.60
2097152              1015.22
4194304              2136.33
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.33
2                      39.40
4                      39.36
8                      39.40
16                     39.36
32                     39.38
64                     39.44
128                    39.42
256                    39.50
512                    28.24
1024                   28.40
2048                   28.94
4096                   31.07
8192                   31.34
16384                  43.57
32768                  52.59
65536                 175.19
131072                204.15
262144                283.40
524288                348.64
1048576               569.78
2097152              1016.93
4194304              2137.51
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      34.73
2                      34.74
4                      34.75
8                      34.77
16                     34.76
32                     34.77
64                     35.33
128                    34.80
256                    34.80
512                    25.19
1024                   25.13
2048                   25.41
4096                   27.12
8192                   36.59
16384                  38.37
32768                  58.26
65536                 155.23
131072                204.61
262144                285.58
524288                426.82
1048576               597.17
2097152              1016.79
4194304              2140.94
