collection,name,n,unit,duration_median,duration_mean,duration_min,duration_max,duration_std,rate_median,rate_mean,rate_min,rate_max,rate_std
assess_dataframes,block-wise operation,1,MB/s,0.036841392517089844,0.039119656880696616,0.034917354583740234,0.05884742736816406,0.006310331428274421,3.9086470451192046,3.749108258534162,2.4470058665283765,4.124023761727232,0.4573396549179539
assess_dataframes,block-wise operation,2,MB/s,0.05217266082763672,0.0544958750406901,0.04175877571105957,0.08177614212036133,0.010721701760742402,5.520132487615844,5.441590522588324,3.521809571012904,6.896753918092595,0.8745808315632344
assess_dataframes,block-wise operation,4,MB/s,0.08275651931762695,0.0826348622639974,0.06767678260803223,0.09858560562133789,0.007650868543067879,6.960176729875023,7.028693631856396,5.842637942626083,8.511042898360794,0.6803883818359606
assess_dataframes,block-wise operation,6,MB/s,0.10966348648071289,0.11127163569132487,0.09595513343811035,0.1276402473449707,0.008044939393204087,7.878647923089298,7.8030148654008995,6.769024801909736,9.004208206924826,0.5692797080975058
assess_dataframes,block-wise operation,8,MB/s,0.13679265975952148,0.1377780278523763,0.13148212432861328,0.14697599411010742,0.003868294778436418,8.421504501960783,8.367306271063262,7.83801468379235,8.761647302874467,0.23031049428249026
assess_dataframes,block-wise operation,10,MB/s,0.16652774810791016,0.1656973997751872,0.1462876796722412,0.1760711669921875,0.007320320123244164,8.647207545657066,8.707275689612128,8.17851113614698,9.84361774844151,0.40668572219924487
assess_dataframes,block-wise operation,12,MB/s,0.19259953498840332,0.19233112335205077,0.17195606231689453,0.21093964576721191,0.010138240593485014,8.971984278695404,9.008053824269547,8.191916667514368,10.049078681596592,0.4799092974776621
assess_dataframes,block-wise operation,14,MB/s,0.21331381797790527,0.21575536727905273,0.20722413063049316,0.22927236557006836,0.0065409358798443566,9.45086454834733,9.351730205507216,8.793035283547447,9.728596731790773,0.27629019998365417
assess_dataframes,block-wise operation,16,MB/s,0.24762606620788574,0.24608920415242513,0.22807812690734863,0.25126194953918457,0.005636366595705313,9.304351659270626,9.367297235754176,9.169713138919542,10.101801655605255,0.22644755332902294
assess_dataframes,block-wise operation,18,MB/s,0.27320027351379395,0.27286181449890134,0.26017212867736816,0.28806376457214355,0.007897987741398542,9.487545406388948,9.506721320000622,8.998007798203483,9.962635172248843,0.27433511278922484
assess_dataframes,block-wise operation,20,MB/s,0.2968723773956299,0.30421069463094075,0.2796359062194824,0.41925597190856934,0.03287399994287468,9.701138331782008,9.546287521148214,6.8693118118018495,10.299106573744242,0.7887473436249868
assess_dataframes,block-wise operation,22,MB/s,0.3202335834503174,0.3264856020609538,0.3089256286621094,0.42222046852111816,0.026989382088736205,9.892778783120663,9.752859955218078,7.50318905925222,10.254895373102997,0.6430381218386236
assess_dataframes,block-wise operation,26,MB/s,0.2219526767730713,0.22873469988505046,0.20057916641235352,0.3409855365753174,0.032512753678245854,16.868460675641856,16.594806442129375,10.979937851918303,18.665946553507116,1.7275769837272765
assess_dataframes,block-wise operation,28,MB/s,0.23590397834777832,0.2457764466603597,0.22537612915039062,0.39421606063842773,0.041630383709191844,17.09169988670508,16.6971677175946,10.227893793749116,17.890093397200452,1.8576456257157619
assess_dataframes,block-wise operation,30,MB/s,0.24785423278808594,0.2546173254648844,0.23879504203796387,0.33898496627807617,0.02395994633671827,17.42959945208431,17.076628363603785,12.743927990175877,18.090827862804634,1.25591261985059
assess_dataframes,block-wise operation,32,MB/s,0.2714810371398926,0.3112636566162109,0.25807666778564453,0.42862892150878906,0.057610925775527844,16.97356120540207,15.2435336105578,10.750557810657469,17.85515924216501,2.558419744821602
assess_dataframes,block-wise operation,34,MB/s,0.27944231033325195,0.28501613934834796,0.2667515277862549,0.3797132968902588,0.027361690153095614,17.520610941704646,17.29527346869031,12.893938769320991,18.3541591706388,1.315079782167332
assess_dataframes,block-wise operation,36,MB/s,0.2991182804107666,0.31779177983601886,0.28490161895751953,0.4406857490539551,0.04737669802688251,17.33093675478821,16.592202816610936,11.763484549089197,18.19575479763407,2.01763779279537
assess_dataframes,block-wise operation,38,MB/s,0.3074018955230713,0.327761173248291,0.29111552238464355,0.41795969009399414,0.04094415361862097,17.800801100100287,16.9091149914737,13.09217163686147,18.796661734752796,1.8407973617516873
assess_dataframes,block-wise operation,40,MB/s,0.31890273094177246,0.32735894521077474,0.30986666679382324,0.3785371780395508,0.018077988067626706,18.06193375324748,17.641715972767784,15.216471020973735,18.588640267759246,0.9011155383711644
assess_dataframes,block-wise operation,42,MB/s,0.3564794063568115,0.42377524375915526,0.3269636631011963,0.8279736042022705,0.13443721608163284,16.965916942608363,15.231296322539057,7.304580688688837,18.49746831998308,3.3881719188285433
assess_dataframes,create random dataframe,1,MB/s,0.052758216857910156,0.5287366072336833,0.04785728454589844,2.945979118347168,1.0264123515139871,2.729432656676488,2.199022736909134,0.048880183536667676,3.0089463154119005,1.1214076264495993
assess_dataframes,create random dataframe,2,MB/s,0.07519984245300293,0.38188838958740234,0.06927061080932617,1.6790342330932617,0.6332216872946186,3.8297952576162526,3.0900957236413924,0.1715271757559234,4.157607340763125,1.5440856732264119
assess_dataframes,create random dataframe,4,MB/s,0.11978340148925781,0.41625836690266926,0.10899209976196289,1.6785697937011719,0.617358778169227,4.8086796070126265,3.9736047370814487,0.3431492703856808,5.2847867070913885,1.8798529319478405
assess_dataframes,create random dataframe,6,MB/s,0.16152501106262207,0.46076087951660155,0.14789438247680664,1.7592854499816895,0.628327622483804,5.349016813656391,4.492623629705231,0.49110847816594655,5.842006880386385,2.0654090601902735
