collection,name,n,unit,duration_median,duration_mean,duration_min,duration_max,duration_std,rate_median,rate_mean,rate_min,rate_max,rate_std
assess_dataframes,block-wise operation,1,MB/s,0.03351724147796631,0.037438003222147624,0.03201937675476074,0.1423628330230713,0.019894245366815676,4.296296342834608,4.159676609366273,1.0114999606439652,4.497276792827943,0.6277407238458693
assess_dataframes,block-wise operation,2,MB/s,0.0370556116104126,0.03749688466389974,0.03498673439025879,0.04589653015136719,0.0019529876605513794,7.772104538008153,7.698558415357095,6.274984166562772,8.231691383011345,0.3577113021896653
assess_dataframes,block-wise operation,4,MB/s,0.046881794929504395,0.05601678689320882,0.04310965538024902,0.22321820259094238,0.03604355861430458,12.286225735089017,11.689767908554863,2.5804347195445634,13.361275911843595,2.3559260000118734
assess_dataframes,block-wise operation,6,MB/s,0.05136299133300781,0.05497124989827474,0.04489588737487793,0.14741015434265137,0.01849406220812948,16.8214781951204,16.493469243889685,5.861197309322754,19.244524398986762,2.518487958512
assess_dataframes,block-wise operation,8,MB/s,0.054180145263671875,0.06028108596801758,0.049135684967041016,0.15379881858825684,0.024076919825607737,21.262445760097492,20.499896922952498,7.490304610753101,23.445282197098354,3.688640689530779
assess_dataframes,block-wise operation,10,MB/s,0.057616591453552246,0.07315410772959391,0.05003190040588379,0.2873051166534424,0.047722751675477786,24.99295886310415,23.088643574752734,5.012093125153003,28.781637081901746,5.9342552619834565
assess_dataframes,block-wise operation,12,MB/s,0.06141221523284912,0.07899212042490641,0.055519819259643555,0.3277451992034912,0.054290026026019705,28.13784396413627,25.718763294695112,5.27238844138527,31.12402062980156,6.373450560792058
assess_dataframes,block-wise operation,14,MB/s,0.0687112808227539,0.07580580711364746,0.05778670310974121,0.16518926620483398,0.02408584433097591,29.3414559084488,28.19308375617776,12.204182791756994,34.88691846931408,5.474643641173234
assess_dataframes,block-wise operation,16,MB/s,0.07131969928741455,0.08097943464914957,0.06248760223388672,0.178436279296875,0.027663110714754597,32.305348583812375,30.337272395578218,12.912172396100564,36.871313950826426,5.866604868743874
assess_dataframes,block-wise operation,18,MB/s,0.08243310451507568,0.13743573824564617,0.06893205642700195,0.5764224529266357,0.11803676647313499,31.44368041066862,25.8266774006186,4.496702005343114,37.60224392470999,10.190216557847442
assess_dataframes,block-wise operation,20,MB/s,0.08343005180358887,0.09844888051350911,0.07426738739013672,0.18321847915649414,0.035956045906795096,34.519982573510106,31.824794428463115,15.718938467664488,38.77879781701444,7.375740902536543
assess_dataframes,block-wise operation,22,MB/s,0.0864177942276001,0.0921428124109904,0.0749053955078125,0.18403387069702148,0.023904432734850725,36.65919167502345,35.71572424719421,17.21422251241751,42.29334854349155,5.470707667188843
assess_dataframes,block-wise operation,24,MB/s,0.09140264987945557,0.10444507598876954,0.08454036712646484,0.19978928565979004,0.03309656478032443,37.81340001711936,35.178482206421386,17.298224920254373,40.87987925141291,6.90171049455937
assess_dataframes,block-wise operation,26,MB/s,0.09583127498626709,0.12901610533396404,0.0850074291229248,0.7440140247344971,0.11928177080628712,39.06881556810741,35.31872811545653,5.032163205977272,44.04320938333516,8.723199593333273
assess_dataframes,block-wise operation,28,MB/s,0.09777581691741943,0.13819933732350667,0.0855405330657959,0.5426692962646484,0.11011520005786689,41.23733354828363,36.406471340520504,7.429939426743757,47.1355491425179,10.540519205223205
assess_dataframes,block-wise operation,30,MB/s,0.1057436466217041,0.13233215014139812,0.09540677070617676,0.4368557929992676,0.06692742493819928,40.85351935423033,36.663202088295265,9.88884677559316,45.27980528032187,9.199445697124984
assess_dataframes,block-wise operation,32,MB/s,0.11103713512420654,0.1434778372446696,0.09650969505310059,0.5522348880767822,0.10011296947409978,41.50000936661006,38.2660382849375,8.344275415209385,47.74649839546827,9.990502626951676
assess_dataframes,block-wise operation,34,MB/s,0.11621606349945068,0.14863466421763102,0.10499882698059082,0.6047170162200928,0.09225038113412191,42.13194911143371,37.68744973114674,8.096348984196688,46.62909235076533,9.437376323761189
assess_dataframes,block-wise operation,36,MB/s,0.1354004144668579,0.1840043862660726,0.1108701229095459,0.6865429878234863,0.12153922147756152,38.35519482062252,34.113571021176845,7.550874587525221,46.75741186134879,11.03062891012431
assess_dataframes,block-wise operation,38,MB/s,0.12283217906951904,0.1529678742090861,0.10651183128356934,0.6368811130523682,0.09623178584787939,44.548883093342866,40.69134376200915,8.591870425823194,51.37457439288361,9.655654103338787
assess_dataframes,block-wise operation,40,MB/s,0.13060438632965088,0.16390638351440429,0.11795353889465332,0.7154586315155029,0.10898701512701015,44.102731316622766,40.24363849469419,8.05077994208976,48.83278665461976,9.50209516256717
assess_dataframes,block-wise operation,42,MB/s,0.1329706907272339,0.15957968235015868,0.11859130859375,0.4571037292480469,0.06463093050287175,45.4840957491114,41.06694963776917,13.231132482662506,50.998678332475556,8.898435902593018
assess_dataframes,block-wise operation,44,MB/s,0.13918352127075195,0.1801535685857137,0.126539945602417,0.6976234912872314,0.10539150543460894,45.52264822039079,39.911139207019275,9.0822629672476,50.07114528014289,9.96757850777537
assess_dataframes,block-wise operation,46,MB/s,0.14019811153411865,0.17379767894744874,0.12613129615783691,0.7856686115264893,0.1193327818813205,47.247427554936294,43.475872773363456,8.431035557256276,52.51670443242671,9.459543887924795
assess_dataframes,block-wise operation,48,MB/s,0.15065062046051025,0.1890145222345988,0.13284921646118164,0.8026814460754395,0.12108144205344737,45.8811345514929,41.541540698669486,8.611137125188241,52.02891055077978,9.55670819364236
