collection,name,n,unit,duration_median,duration_mean,duration_min,duration_max,duration_std,rate_median,rate_mean,rate_min,rate_max,rate_std
assess_arrays,block-wise operation,1,MB/s,0.370159387588501,0.37200520038604734,0.3667302131652832,0.382831335067749,0.004683040716515551,540.3089240127129,537.7072246972159,522.4232754212932,545.360029853502,6.717641808579501
assess_arrays,block-wise operation,2,MB/s,0.5192322731018066,0.5224925676981608,0.5138263702392578,0.5543646812438965,0.009510655070013425,770.3534034167483,765.7841758428011,721.5328492834136,778.4581546753776,13.514125743514812
assess_arrays,block-wise operation,4,MB/s,0.384762167930603,0.39184799989064534,0.37876224517822266,0.47432518005371094,0.02182053599341333,2079.206560582257,2046.9420965932745,1686.606643799536,2112.1429344774538,99.19760914748524
assess_arrays,block-wise operation,6,MB/s,0.5723782777786255,0.5816845575968425,0.5433464050292969,0.6306476593017578,0.02230088634095742,2096.3872376268023,2065.7189630994335,1902.6663372199334,2208.3739965764594,78.20835324192865
assess_arrays,block-wise operation,8,MB/s,0.6357506513595581,0.6383154392242432,0.6138322353363037,0.6923000812530518,0.01875718708380196,2516.661753151232,2508.5702549563666,2311.092191559593,2606.525398789811,71.19583111478245
assess_arrays,block-wise operation,10,MB/s,0.5222944021224976,0.5237829208374023,0.4901158809661865,0.5492739677429199,0.015436057902154045,3829.070100341114,3821.4177205258898,3640.991354857047,4080.467182694647,113.42424092497485
assess_arrays,block-wise operation,12,MB/s,0.6015164852142334,0.60376402537028,0.5721604824066162,0.6381447315216064,0.017801868102469247,3989.7768353011884,3978.169454848604,3760.6816783987583,4194.381251053435,117.22076958087253
assess_arrays,block-wise operation,14,MB/s,0.6636425256729126,0.6692665576934814,0.6483542919158936,0.7058124542236328,0.014480599606856616,4219.009554593422,4185.4160088549925,3966.9378108095307,4318.493988412146,88.95607698739622
assess_arrays,block-wise operation,16,MB/s,0.49965596199035645,0.49916555086771647,0.4697093963623047,0.5307812690734863,0.014559347046969427,6404.424765881315,6415.965691213646,6028.848767752884,6812.722983152158,186.95102740267367
assess_arrays,block-wise operation,18,MB/s,0.5825448036193848,0.5906066179275513,0.5567972660064697,0.7130746841430664,0.03262359277615115,6179.667720003405,6111.461279804038,5048.46270952137,6465.424979220661,303.52100903455073
assess_arrays,block-wise operation,20,MB/s,0.6487098932266235,0.6603848218917847,0.607541561126709,0.8582558631896973,0.059177419227515175,6165.976064507386,6096.580571832948,4660.331460055459,6583.511410449515,462.37471632191074
assess_arrays,block-wise operation,22,MB/s,0.6853655576705933,0.6885652840137482,0.6656336784362793,0.7450640201568604,0.019270439031012852,6419.889139068049,6394.778129928608,5905.493102557364,6610.198033153166,173.1648126734797
assess_arrays,block-wise operation,26,MB/s,0.7976827621459961,0.8043194452921549,0.7610485553741455,0.8808724880218506,0.028443125281154523,6518.84347761489,6472.67791915888,5903.192880592057,6832.626070019414,223.51232065338175
assess_arrays,block-wise operation,28,MB/s,0.7862493991851807,0.7593051592508951,0.5971288681030273,0.8399901390075684,0.07191210530727378,7122.147441346446,7446.992794894756,6666.48634544214,9377.846376427116,790.8106565439799
assess_arrays,block-wise operation,30,MB/s,0.6610815525054932,0.6620608965555826,0.6151609420776367,0.7174422740936279,0.027838397461314075,9075.96687762218,9077.944428180075,8362.96408039233,9753.454027389751,379.68114661277946
assess_arrays,block-wise operation,32,MB/s,0.7010682821273804,0.7110345760981241,0.6606292724609375,0.8851437568664551,0.04332652902172416,9128.753069922748,9029.564017632332,7230.325241920645,9687.547183853285,491.03258318929625
assess_arrays,block-wise operation,34,MB/s,0.7218019962310791,0.7256590207417806,0.7039930820465088,0.795748233795166,0.020874104500505853,9420.465736674236,9377.450151592673,8544.971184630114,9658.682594200247,257.2029192021661
assess_arrays,block-wise operation,36,MB/s,0.5674256086349487,0.5883427143096924,0.5134611129760742,0.7645902633666992,0.06557985404837494,12688.910397495703,12368.736419423642,9416.808380865901,14022.48352999519,1223.3425899521208
assess_arrays,block-wise operation,38,MB/s,0.6716187000274658,0.6785772017070225,0.5850520133972168,0.8482818603515625,0.06774468523328935,11316.071909354821,11303.675021485176,8959.245537621498,12990.238983828705,1083.6449481813852
assess_arrays,block-wise operation,40,MB/s,0.6861333847045898,0.7109249460286108,0.635401725769043,0.849163293838501,0.06413990589293443,11658.967848422326,11336.195166124751,9420.575677310675,12589.841587726049,964.702686097869
assess_arrays,block-wise operation,42,MB/s,0.7734169960021973,0.8101285139719645,0.6575720310211182,1.1761822700500488,0.15079637681728209,10860.967388989706,10670.907313763384,7141.440137201336,12773.711282939652,1704.1719957197868
assess_arrays,create random 2D-array,1,MB/s,0.3805786371231079,0.46177364587783815,0.3377096652984619,1.2226645946502686,0.25878508128706174,525.5164719863005,493.3935049058738,163.57715834341965,592.2246845474307,113.89511955748279
assess_arrays,create random 2D-array,2,MB/s,0.4764667749404907,0.5599127689997355,0.4442720413208008,1.3552215099334717,0.265344838136385,839.497075806073,792.3868408447858,295.1490402625293,900.3319831039577,171.9506443787538
assess_arrays,create random 2D-array,4,MB/s,0.3723595142364502,0.45356036027272545,0.342334508895874,1.238924264907837,0.25893341224713895,2148.463002822969,2019.898011215408,645.7214719735202,2336.8955778960967,466.29124996448246
assess_arrays,create random 2D-array,6,MB/s,0.48407626152038574,0.5687755346298218,0.47273731231689453,1.3729066848754883,0.259347503163344,2478.7714904198424,2322.5245779733873,873.9939030224932,2538.2216312040364,483.8256041611395
