# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
131072         11.05
262144         20.39
524288         40.66
1048576        92.18
2097152       221.98
4194304       512.12
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.54
2               0.53
4               0.47
8               0.41
16              0.44
32              0.41
64              0.39
128             0.44
256             0.46
512             0.56
1024            0.65
2048            0.76
4096            1.91
8192            2.18
16384           2.86
32768           3.93
65536           6.23
131072         10.94
262144         20.26
524288         41.30
1048576        93.97
2097152       221.60
4194304       514.37
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.55
2               0.55
4               0.50
8               0.43
16              0.46
32              0.43
64              0.40
128             0.45
256             0.48
512             0.56
1024            0.62
2048            0.76
4096            2.00
8192            2.29
16384           2.99
32768           4.09
65536           6.37
131072         10.98
262144         20.04
524288         40.61
1048576        94.78
2097152       221.68
4194304       517.61
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.55
2               0.52
4               0.46
8               0.41
16              0.45
32              0.42
64              0.40
128             0.44
256             0.47
512             0.56
1024            0.64
2048            0.79
4096            1.95
8192            2.23
16384           2.94
32768           4.08
65536           6.37
131072         11.07
262144         20.34
524288         40.97
1048576        96.74
2097152       221.43
4194304       516.60
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.54
2               0.54
4               0.49
8               0.43
16              0.45
32              0.42
64              0.41
128             0.44
256             0.48
512             0.59
1024            0.66
2048            0.79
4096            1.94
8192            2.21
16384           2.93
32768           4.00
65536           6.28
131072         10.81
262144         19.89
524288         40.42
1048576        94.50
2097152       221.83
4194304       511.41
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.55
2               0.53
4               0.46
8               0.41
16              0.44
32              0.41
64              0.39
128             0.44
256             0.47
512             0.57
1024            0.64
2048            0.79
4096            1.91
8192            2.19
16384           2.87
32768           4.01
65536           6.28
131072         11.00
262144         19.86
524288         40.91
1048576        92.15
2097152       221.94
4194304       516.89
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.54
2               0.52
4               0.46
8               0.41
16              0.44
32              0.42
64              0.41
128             0.44
256             0.47
512             0.54
1024            0.63
2048            0.78
4096            1.91
8192            2.16
16384           2.86
32768           3.95
65536           6.27
131072         10.90
262144         19.75
524288         40.61
1048576        94.14
2097152       221.32
4194304       506.65
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.55
2               0.53
4               0.46
8               0.40
16              0.44
32              0.42
64              0.40
128             0.46
256             0.48
512             0.59
1024            0.65
2048            0.79
4096            1.98
8192            2.29
16384           3.01
32768           4.10
65536           6.36
131072         10.92
262144         20.25
524288         40.18
1048576        90.52
2097152       220.28
4194304       505.31
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.55
2               0.53
4               0.46
8               0.41
16              0.44
32              0.42
64              0.39
128             0.44
256             0.47
512             0.58
1024            0.69
2048            0.77
4096            1.95
8192            2.23
16384           2.95
32768           4.11
65536           6.45
131072         11.06
262144         19.89
524288         40.33
1048576        92.81
2097152       220.63
4194304       518.86
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.53
2               0.55
4               0.49
8               0.42
16              0.44
32              0.41
64              0.39
128             0.44
256             0.47
512             0.56
1024            0.61
2048            0.80
4096            1.91
8192            2.19
16384           2.89
32768           3.95
65536           6.40
131072         10.91
262144         19.85
524288         40.97
1048576        94.12
2097152       222.42
4194304       511.09
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.54
2               0.54
4               0.50
8               0.43
16              0.46
32              0.43
64              0.41
128             0.45
256             0.48
512             0.57
1024            0.63
2048            0.73
4096            1.90
8192            2.16
16384           2.91
32768           4.00
65536           6.36
131072         11.00
262144         20.08
524288         40.62
1048576        92.12
2097152       221.97
4194304       511.51
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.57
2               0.55
4               0.47
8               0.42
16              0.45
32              0.42
64              0.40
128             0.45
256             0.48
512             0.57
1024            0.67
2048            0.78
4096            1.97
8192            2.21
16384           2.89
32768           4.02
65536           6.31
131072         10.87
262144         19.74
524288         40.51
1048576        92.48
2097152       222.21
4194304       508.59
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.55
2               0.53
4               0.47
8               0.41
16              0.44
32              0.41
64              0.39
128             0.44
256             0.46
512             0.56
1024            0.65
2048            0.76
4096            1.90
8192            2.14
16384           2.84
32768           3.93
65536           6.21
131072         10.86
262144         19.95
524288         40.70
1048576        94.54
2097152       221.67
4194304       509.47
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.55
2               0.53
4               0.47
8               0.41
16              0.46
32              0.42
64              0.41
128             0.44
256             0.48
512             0.58
1024            0.65
2048            0.78
4096            1.93
8192            2.23
16384           2.90
32768           4.00
65536           6.28
131072         11.08
262144         20.13
524288         41.12
1048576        94.64
2097152       221.15
4194304       514.25
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.54
2               0.53
4               0.47
8               0.41
16              0.45
32              0.42
64              0.39
128             0.44
256             0.47
512             0.60
1024            0.67
2048            0.77
4096            1.92
8192            2.18
16384           2.89
32768           3.99
65536           6.32
131072         11.01
262144         20.38
524288         40.59
1048576        93.20
2097152       221.15
4194304       513.05
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.56
2               0.53
4               0.47
8               0.42
16              0.44
32              0.42
64              0.39
128             0.45
256             0.47
512             0.58
1024            0.65
2048            0.80
4096            1.89
8192            2.13
16384           2.89
32768           3.99
65536           6.29
131072         10.89
262144         19.87
524288         40.46
1048576        92.15
2097152       221.74
4194304       514.74
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.54
2               0.54
4               0.47
8               0.40
16              0.44
32              0.41
64              0.37
128             0.42
256             0.46
512             0.58
1024            0.66
2048            0.80
4096            1.94
8192            2.21
16384           2.95
32768           4.05
65536           6.35
131072         11.07
262144         20.11
524288         40.74
1048576        94.07
2097152       220.63
4194304       501.83
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.56
2               0.53
4               0.46
8               0.41
16              0.43
32              0.41
64              0.39
128             0.43
256             0.47
512             0.56
1024            0.66
2048            0.76
4096            1.93
8192            2.23
16384           2.90
32768           4.00
65536           6.34
131072         11.02
262144         20.31
524288         40.66
1048576        92.55
2097152       220.99
4194304       503.63
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.55
2               0.54
4               0.47
8               0.42
16              0.45
32              0.40
64              0.39
128             0.44
256             0.48
512             0.55
1024            0.66
2048            0.79
4096            1.94
8192            2.22
16384           2.95
32768           4.06
65536           6.39
131072         11.11
262144         20.26
524288         41.87
1048576        93.75
2097152       221.05
4194304       510.25
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.55
2               0.52
4               0.45
8               0.40
16              0.44
32              0.41
64              0.39
128             0.44
256             0.48
512             0.58
1024            0.64
2048            0.79
4096            1.95
8192            2.23
16384           2.94
32768           4.02
65536           6.30
131072         10.98
262144         19.98
524288         40.85
1048576        94.35
2097152       220.89
4194304       507.85
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.55
2               0.53
4               0.46
8               0.41
16              0.44
32              0.41
64              0.40
128             0.42
256             0.47
512             0.54
1024            0.63
2048            0.78
4096            1.96
8192            2.24
16384           2.96
32768           4.08
65536           6.44
131072         11.11
262144         20.19
524288         40.69
1048576        92.79
2097152       221.55
4194304       515.37
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.50
2               0.48
4               0.43
8               0.38
16              0.42
32              0.40
64              0.39
128             0.43
256             0.46
512             0.54
1024            0.64
2048            0.76
4096            1.95
8192            2.26
16384           2.99
32768           4.08
65536           6.49
131072         10.98
262144         20.32
524288         40.74
1048576        95.44
2097152       221.71
4194304       509.10
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.55
2               0.53
4               0.45
8               0.39
16              0.43
32              0.41
64              0.39
128             0.44
256             0.47
512             0.58
1024            0.64
2048            0.76
4096            1.97
8192            2.24
16384           2.96
32768           4.03
65536           6.40
131072         11.08
262144         20.30
524288         40.68
1048576        94.22
2097152       222.74
4194304       508.56
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.54
2               0.52
4               0.46
8               0.41
16              0.44
32              0.42
64              0.40
128             0.44
256             0.47
512             0.58
1024            0.67
2048            0.79
4096            1.91
8192            2.18
16384           2.91
32768           4.00
65536           6.37
131072         10.97
262144         20.26
524288         41.09
1048576        93.94
2097152       221.44
4194304       519.12
# Number of forked processes in sender: 2
# Number of forked processes in receiver: 2

# OSU MPI Multi-process Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1               0.55
2               0.52
4               0.45
8               0.40
16              0.44
32              0.42
64              0.40
128             0.45
256             0.46
512             0.56
1024            0.63
2048            0.78
4096            1.94
8192            2.19
16384           2.86
32768           3.93
65536           6.23
131072         10.90
262144         20.11
524288         41.24
1048576        93.61
2097152       222.83
4194304       522.66
